address,area,bedrooms,date,floors,price,title,road,ward,district,address_complete,road_cat,ward_cat,district_cat,price_converted,is_price_per_m2,price_per_m2
"Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội",42,5,17/05/2025,4," 14,7 tỷ",Ô TÔ - NHÀ ĐẸP -:VỊ TRÍ SIÊU VIP - PHỐ GIANG VĂN MINH BA ĐÌNH - DT42m2-4T-MT3.8m- Hơn 14tỷ,Giang Văn Minh,Kim Mã,Ba Đình,1,187,103,1,14700.0,False,350.0
"Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội",52,6,17/05/2025,6, 22 tỷ,VỊ TRÍ SIÊU VIP - PHỐ GIANG VĂN MINH BA ĐÌNH - DT 52m2 - 6T - MT 4.3 m - CHỈ HƠN 21tỷ,Giang Văn Minh,Kim Mã,Ba Đình,1,187,103,1,22000.0,False,423.0769230769231
"Đường Yên Lãng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",55,3,17/05/2025,5, 15 tỷ,BÁN NHÀ MỚI PHỐ YÊN LÃNG – 55M² x 5 TẦNG – THANG MÁY – 2 THOÁNG – GẦN PHỐ – GIÁ TỐT!,Yên Lãng,Thịnh Quang,Đống Đa,1,1013,240,28,15000.0,False,272.72727272727275
"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",42,2,17/05/2025,4," 8,8 tỷ","Siêu phẩm nhà phố Quang Trung HĐ, 42mx 4T, ô tô đỗ cửa, 2 thoáng giá 8.8 tỷ.",Quang Trung,La Khê,Hà Đông,1,698,109,10,8800.0,False,209.52380952380952
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",30,4,17/05/2025,4," 4,8 tỷ",Cân bán nhà đẹp 2 mặt tiền khu phố Trần Khát Chân,Đê Trần Khát Chân,Thanh Lương,Hai Bà Trưng,1,1062,230,6,4800.0,False,160.0
"Đường Phúc Thành, Phường Biên Giang, Quận Hà Đông, Hà Nội",34,4,17/05/2025,4," 3,6 tỷ",Phúc Thành Biên Giang 34m2 4T MT3.5 giá 3.6 tỷ Hà Đông.,Phúc Thành,Biên Giang,Hà Đông,1,668,9,10,3600.0,False,105.88235294117646
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",30,2,Hôm nay,5," 8,7 tỷ",BÁN NHÀ PHỐ HỒ TÙNG MẬU_CẦU GIẤY_NHÀ SÁT PHỐ_2MẶT NGÕ TRƯỚC SAU_DIỆN TÍCH 30M_GIÁ 8.7 TỶ,Hồ Tùng Mậu,Mai Dịch,Cầu Giấy,1,319,124,4,8700.0,False,290.0
"Phố Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",45,6,Hôm nay,6," 17,5 tỷ",CẦN BÁN NHÀ PHỐ TRẦN QUỐC HOÀN_CẦU GIẤY_NHÀ MẶT NGÕ Ô TÔ_DIỆN TÍCH 45M_GIÁ 17.5 TỶ,Trần Quốc Hoàn,Dịch Vọng,Cầu Giấy,1,848,51,4,17500.0,False,388.8888888888889
"Phố Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",40,4,Hôm nay,4," 14,5 tỷ",PHỐ TRẦN QUỐC HOÀN-NHÀ MỚI ĐẸP- PHÂN LÔ-2 MẶT THOÁNG-Ô TÔ ĐỖ-DT 40M-GIÁ 14.5 TỶ,Trần Quốc Hoàn,Dịch Vọng,Cầu Giấy,1,848,51,4,14500.0,False,362.5
"Phố Trần Quốc Vượng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",44,4,Hôm nay,6," 9,2 tỷ",PHỐ TRẦN QUỐC VƯỢNG-CẦU GIẤY-KHU VỰC SẦM UẤT-NGÕ RỘNG- NHÀ ĐẸP-DT 44M-GIÁ 9.2 TỶ,Trần Quốc Vượng,Dịch Vọng,Cầu Giấy,1,850,51,4,9200.0,False,209.0909090909091
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50,5,Hôm nay,4," 8,9 tỷ",BÁN NHÀ PHỐ PHÚ MỸ_MỸ ĐÌNH_KHU VỰC SẦM UẤT_ LÔ GÓC 2 MẶT NGÕ_DIỆN TÍCH 50M_GIÁ 8.9 TỶ,Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,1,655,138,14,8900.0,False,178.0
"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",42,6,Hôm nay,5," 13,5 tỷ",SIÊU PHẨM YÊN HOÀ - 10M RA MẶT PHỐ_NGÕ RỘNG_Ô TÔ ĐỖ CỬA_NHÀ ĐẸP_DIỆN TÍCH 42M_GIÁ 13.5 TỶ,Yên Hòa,Yên Hòa,Cầu Giấy,1,1012,346,4,13500.0,False,321.42857142857144
"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",32,3,Hôm nay,5," 6,5 tỷ",CẦN BÁN NHÀ PHỐ LÊ QUANG ĐẠO_KHU PHÂN LÔ_DÂN TRÍ CAO_DIỆN TÍCH 32M_GIÁ 6.5 TỶ,Lê Quang Đạo,Phú Đô,Nam Từ Liêm,1,403,189,14,6500.0,False,203.125
"Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",45,4,Hôm nay,7," 8,6 tỷ",BÁN NHÀ PHÚ ĐÔ_NAM TỪ LIÊM_NHÀ MỚI ĐẸP_Ô TÔ ĐỖ CỬA_DIỆN TÍCH 46M_GIÁ 8.6 TỶ,Phú Đô,Phú Đô,Nam Từ Liêm,1,662,189,14,8600.0,False,191.11111111111111
"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",40,3,Hôm nay,5," 6,55 tỷ",BÁN NHÀ PHỐ LÊ QUANG ĐẠO_NHÀ MỚI_TIỆN ÍCH NGẬP TRÀN_DIỆN TÍCH 40M_ GIÁ 6.55 TỶ,Lê Quang Đạo,Phú Đô,Nam Từ Liêm,1,403,189,14,6550.0,False,163.75
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",66,3,Hôm nay,5," 12,5 tỷ",BÁN NHÀ PHỐ PHÚ MỸ_MỸ ĐÌNH_Vị TRÍ ĐẸP_MẶT TIỀN ĐẸP_GẦN Ô TÔ_GIÁ 12.5 TỶ,Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,1,655,138,14,12500.0,False,189.3939393939394
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",60,3,Hôm nay,4," 12,8 tỷ",SIÊU PHẨM_BÁN NHÀ PHÚ MỸ_MỸ ĐÌNH_ NHÀ ĐẸP_ĐƯỜNG Ô TÔ_DIỆN TÍCH 60M_GIÁ 12.8 TỶ,Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,1,655,138,14,12800.0,False,213.33333333333334
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50,6,Hôm nay,5," 12,6 tỷ",MUA NGAY NHÀ PHỐ LÊ ĐỨC THỌ_NHÀ MỚI ĐẸP_NGÕ THÔNG_Ô TÔ QUA_DIỆN TÍCH 50M_GIÁ 12.6 TỶ,Lê Đức Thọ,Mỹ Đình 1,Nam Từ Liêm,1,418,137,14,12600.0,False,252.0
"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",31,4,Hôm nay,5," 7,8 tỷ","“Cơ Hội Sở Hữu Nhà Phố Yên Hòa, Cầu Giấy - Vị Trí Vàng, Tiện Ích Đầy Đủ, Giá 7.8 Tỷ",Yên Hòa,Yên Hòa,Cầu Giấy,1,1012,346,4,7800.0,False,251.61290322580646
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",50,5,Hôm nay,4," 13,8 tỷ","Bán nhà Xuân Thủy, Cầu Giấy – Hàng hiếm,Giá Cực Hời_Diện tích 50m",Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,1,995,52,4,13800.0,False,276.0
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",37,3,Hôm nay,5," 9,1 tỷ",BÁN NHÀ PHỐ XUÂN THUỶ_TRUNG TÂM CẦU GIẤY_NHÀ MỚI ĐẸP_ DIỆN TÍCH 37M_GIÁ 9..1 TỶ,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,1,995,52,4,9100.0,False,245.94594594594594
"Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",40,3,Hôm nay,5," 8,5 tỷ",BÁN NHÀ PHỐ YÊN HOÀ_VỊ TRÍ ĐẮC ĐỊA_NHÀ SIÊU SANG_DIỆN TÍCH 40M_ GIÁ 8.5 TỶ,Yên Hòa,Yên Hòa,Cầu Giấy,1,1012,346,4,8500.0,False,212.5
"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",40,4,Hôm nay,5," 7,5 tỷ",BÁN NHÀ PHỐ LÊ QUANG ĐẠO_VỊ TRÍ ĐẸP_NGÕ THÔNG THOÁNG_DIỆN TÍCH 40M_GIÁ 7.5 TỶ,Lê Quang Đạo,Phú Đô,Nam Từ Liêm,1,403,189,14,7500.0,False,187.5
"Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",55,4,Hôm nay,5," 14,5 tỷ","Nhà Phố Mễ Trì Thượng-Lô Góc 3 Mặt Thoáng-Ngõ Thông,Ô Tô Đỗ- kinh Doanh-DT 55M-14.5 Tỷ",Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,1,467,134,14,14500.0,False,263.6363636363636
"Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",56,4,Hôm nay,8, 21 tỷ,SIÊU PHẨM NHÀ MẶT PHỐ MỄ TRÌ THƯỢNG-KINH DOANH SẦM UẤT-TIỀM NĂNG GIÁ TRỊ TĂNG-GIÁ 21.5 TỶ,Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,1,467,134,14,21000.0,False,375.0
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",77,3,Hôm nay,3," 16,4 tỷ","GIÁ SỐC! Bán nhà MP Nguyễn Văn Cừ - Long Biên, 77m2, kinh doanh VIP, chỉ 16.4 tỷ.",Nguyễn Văn Cừ,Gia Thụy,Long Biên,1,564,54,11,16400.0,False,212.98701298701297
"Đường Đào Đình Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội",80,4,Hôm nay,6, 23 tỷ,🔥 CỰC GẤP - BÁN NHÀ MẶT PHỐ - PHÂN LÔ VIỆT HƯNG LONG BIÊN- 75M2 - 6 TẦNG - CHỈ 23 TỶ🔥,Đào Đình Luyện,Việt Hưng,Long Biên,1,1059,313,11,23000.0,False,287.5
"Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",90,10,Hôm nay,7, 23 tỷ,"BÁN GẤP TÒA NHÀ 7 TẦNG BỒ ĐỀ - LONG BIÊN – DÒNG TIỀN 720TR/NĂM, CỔ MÁY IN TIỀN, CHỈ 23TỶ",Bồ Đề,Bồ Đề,Long Biên,1,83,19,11,23000.0,False,255.55555555555554
"Đường Đào Đình Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội",75,6,Hôm nay,6," 23,5 tỷ","Bán gấp nhà MP 6 tầng Việt Hưng - Long Biên, hàng xóm Vin, Kinh doanh ẩm thực, chỉ 23.5 tỷ",Đào Đình Luyện,Việt Hưng,Long Biên,1,1059,313,11,23500.0,False,313.3333333333333
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",90,2,Hôm nay,2," 20,2 tỷ","Bán gấp! Nhà 90m2 MP Vũ Xuân Thiều - Sài Đồng - Long Biên, hàng xóm Vin, chỉ 20.2 tỷ.",Vũ Xuân Thiều,Sài Đồng,Long Biên,1,978,219,11,20200.0,False,224.44444444444446
"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",63,3,Hôm nay,3, 24 tỷ,"Bán nhà SIÊU ĐẸP phố Tô Ngọc Vân - Tây Hồ 63m2, Ô tô, 3 bước ra Hồ Tây, chỉ 24 tỷ.",Tô Ngọc Vân,Quảng An,Tây Hồ,1,891,213,25,24000.0,False,380.95238095238096
"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",105,5,Hôm nay,5," 19,5 tỷ","Bán nhanh LK Sài Đồng -Long Biên 105m2, hàng xóm Vin, kinh doanh đẹp, chỉ 19.5 tỷ.",Sài Đồng,Sài Đồng,Long Biên,1,724,219,11,19500.0,False,185.71428571428572
"Phố Bùi Thiện Ngộ, Phường Việt Hưng, Quận Long Biên, Hà Nội",120,4,Hôm nay,4, 25 tỷ,"Bán gấp! Biệt thự nhà vườn KĐT Việt Hưng-Long Biên, 120m2, 4T, TT Long Biên, chỉ 25 tỷ.",Bùi Thiện Ngộ,Việt Hưng,Long Biên,1,62,313,11,25000.0,False,208.33333333333334
"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",88,4,Hôm nay,3," 19,5 tỷ",Bán gấp nhà MP Thượng Thanh - Long Biên - Kinh Doanh đỉnh - Chỉ 19.5 tỷ.,Thượng Thanh,Thượng Thanh,Long Biên,1,763,247,11,19500.0,False,221.5909090909091
"Phố Nguyễn Khắc Viện, Phường Giang Biên, Quận Long Biên, Hà Nội",60,4,Hôm nay,4," 12,8 tỷ","Bán nhà phân lô 60m2 khu Tđc Giang Biên - Long Biên, view công viên, giá ưu đãi 12,8 tỷ.",Nguyễn Khắc Viện,Giang Biên,Long Biên,1,526,55,11,12800.0,False,213.33333333333334
"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",75,3,Hôm nay,3, 17 tỷ,SIÊU PHẨM VỪA RA LÒ PHỐ LẠC LONG QUÂN TÂY HỒ 17 TỶ DT 75M2 MT 4M 3T Ô TÔ TRÁNH KINH DOANH,Lạc Long Quân,Xuân La,Tây Hồ,1,441,338,25,17000.0,False,226.66666666666666
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",56,4,Hôm nay,5," 10,8 tỷ","Mỹ Đình 56m2 x 5 tầng - Ngõ Thông 3 Gác Tránh - 10,8 tỷ",Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,10800.0,False,192.85714285714286
"Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",36,4,Hôm nay,6," 8,5 tỷ",PHÚ ĐÔ - Ô TÔ - NHỈNH 8 TỶ - NHÀ MỚI 6 TẦNG - THANG MÁY,Phú Đô,Phú Đô,Nam Từ Liêm,1,662,189,14,8500.0,False,236.11111111111111
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",32,4,Hôm nay,5," 8,3 tỷ",NHÀ MỸ ĐÌNH - NGÕ THÔNG Ô TÔ - 8.3 TỶ,Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,8300.0,False,259.375
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",35,3,Hôm nay,5," 7,2 tỷ","Nhà Lê Đức Thọ - Mỹ Đình 35m2 x 5 tầng - Ngõ Thông - Gần Phố - Đủ đồ ở luôn 7,2 Tỷ",Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,1,418,138,14,7200.0,False,205.71428571428572
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",42,5,Hôm nay,5, 9 tỷ,Nhà Phú Mỹ - Mỹ Đình 42m2 x 5 tầng - 1 nhà ra ngõ thông ô tô - Chỉ 9 tỷ,Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,1,655,138,14,9000.0,False,214.28571428571428
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",32,3,Hôm nay,5, 7 tỷ,"Nhà Mỹ Đình - Nhân Mỹ - 32 m2 x 5 tầng - Full Đồ - 10m ra Ô Tô Tránh - 7,x Tỷ",Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,7000.0,False,218.75
"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",32,3,Hôm nay,5," 6,6 tỷ",MỄ TRÌ - 10M Ô TÔ - LÔ GÓC 2 THOÁNG - 6.6 TỶ,Mễ Trì,Mễ Trì,Nam Từ Liêm,1,465,134,14,6600.0,False,206.25
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",41,5,Hôm nay,5," 9,6 tỷ","NHÀ MỸ ĐÌNH - 41M2 - NGÕ THÔNG LÔ GÓC - 30M RA MẶT PHỐ - 9,X TỶ",Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,9600.0,False,234.14634146341464
"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",38,4,Hôm nay,5," 10,6 tỷ","MỸ ĐÌNH - Ô TÔ VÀO NHÀ - 10,X TỶ - NGÕ THÔNG Ô TÔ - GÂN PHỐ",Mỹ Đình,Mỹ Đình 2,Nam Từ Liêm,1,469,138,14,10600.0,False,278.94736842105266
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40,4,Hôm nay,6, 11 tỷ,MỸ ĐÌNH - 40M2 - 11 TỶ - 2 Ô TÔ TRÁNH NHAU THOẢI MÁI - NGÕ KINH DOANH,Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,11000.0,False,275.0
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",36,3,Hôm nay,5," 6,7 tỷ",BÁN NHÀ NGUYỄN HOÀNG 36M2 x 5 TẦNG - LÔ GÓC - 6.7 TỶ - Ở LUÔN,Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,1,509,138,14,6700.0,False,186.11111111111111
"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",33,4,Hôm nay,5," 6,6 tỷ",BÁN NHÀ MỸ ĐÌNH- NHÀ MỚI 5 TẦNG - 6.6 TỶ - 1 NHÀ RA MẶT NGÕ THÔNG,Mỹ Đình,Mỹ Đình 2,Nam Từ Liêm,1,469,138,14,6600.0,False,200.0
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",54,5,Hôm nay,4," 9,1 tỷ",NHÀ NGUYỄN HOÀNG - 54M2 - NHỈNH 9 TỶ - Ô TÔ ĐỖ CẠNH NHÀ,Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,1,509,138,14,9100.0,False,168.5185185185185
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",35,4,Hôm nay,5," 5,9 tỷ",Bán nhà Lê Đức Thọ - 35m2 4 tầng - 5.9 tỷ,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,1,418,138,14,5900.0,False,168.57142857142858
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",41,4,Hôm nay,5," 8,5 tỷ",NHÀ NGUYỄN HOÀNG 41M2 X 5 TẦNG - NGÕ THÔNG - 1 NHÀ RA PHỐ - NHỈNH 8 TỶ,Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,1,509,138,14,8500.0,False,207.3170731707317
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",44,5,Hôm nay,5," 8,2 tỷ",NHÀ MỸ ĐÌNH - 44M2 - 8.2 TỶ- NGÕ THÔNG - 4 CHỖ ĐỖ SÁT NHÀ,Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,8200.0,False,186.36363636363637
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40,3,Hôm nay,3," 7,5 tỷ",Nhà Lê Đức Thọ - Ngõ Thông Ô Tô - 7.5 Tỷ - Kinh Doanh Đỉnh Cao,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,1,418,138,14,7500.0,False,187.5
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",35,4,Hôm nay,4," 6,6 tỷ","HỒ TÙNG MẬU - 35M2 - PHÂN LÔ - NGÕ THÔNG VÒNG QUANH - 6,6 TỶ",Hồ Tùng Mậu,Cầu Diễn,Nam Từ Liêm,1,319,32,14,6600.0,False,188.57142857142858
"Phố Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",140,3,Hôm nay,5," 4,36 tỷ","Bán nhà ngõ 29 Hồng Mai MT 3m, DT28,4T, giá chỉ 4.xx, vào ở luôn",Hồng Mai,Quỳnh Lôi,Hai Bà Trưng,1,325,209,6,4360.0,False,31.142857142857142
"Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",60,6,Hôm nay,7, 15 tỷ,"BÁN NHÀ PHÂN LÔ PHỐ TRẦN DUY HƯNG CẦU GIẤY 15 TỶ 60m2 MT 4,5m 7T THANG MÁY Ô TÔ TRÁNH KIN",Trần Duy Hưng,Trung Hòa,Cầu Giấy,1,831,271,4,15000.0,False,250.0
"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",60,3,Hôm nay,4, 21 tỷ,BÁN ĐẤT TẶNG NHÀ MẶT PHỐ ĐỘI CẤN BA ĐÌNH 21 TỶ 60m2 MT 5.5m 4 T LÔ GÓC VỈA HÈ KINH DOANH,Đội cấn,Đội Cấn,Ba Đình,1,1137,389,1,21000.0,False,350.0
"Đường Khuất Duy Tiến, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",136,4,Hôm nay,5, 42 tỷ,BÁN ĐẤT TẶNG NHÀ MẶT PHỐ KHUẤT DUY TIẾN CẦU GIẤY 42 TỶ 136m2 MT 6.2m VỈA HÈ KINH DOANH ĐƯ,Khuất Duy Tiến,Trung Hòa,Cầu Giấy,1,336,271,4,42000.0,False,308.8235294117647
"Phố Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",120,10,Hôm nay,8, 30 tỷ,BÁN NHÀ PHỐ Trịnh CÔNG SƠN TÂY HỒ 30 TỶ 120M MT: 6M 2 Ô TÔ KINH DOANH DÒNG TIỀN KHỦNG,Trịnh Công Sơn,Nhật Tân,Tây Hồ,1,863,162,25,30000.0,False,250.0
"Đường Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",80,10,Hôm nay,7, 22 tỷ,BÁN NHÀ PHÂN LÔ PHỐ MAI DỊCH CẦU GIẤY 22 Tỷ 80m2 MT 4.5m 7 TẦNG THANG MÁY VỈA HÈ DOANH THU,Mai Dịch,Mai Dịch,Cầu Giấy,1,449,124,4,22000.0,False,275.0
"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",125,4,Hôm nay,6, 37 tỷ,BÁN NHÀ MẶT PHỐ HỒNG TIẾN LONG BIÊN 38 TỶ DT 125M2 MT 5.5M 2 MT VỈA HÈ KD,Hồng Tiến,Bồ Đề,Long Biên,1,327,19,11,37000.0,False,296.0
"Phố Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",20,3,Hôm qua,4," 5,35 tỷ","CỰC KỲ HIẾM - NHÀ DÂN XÂY - PHỐ CÁT LINH - 20m2 x 4 tầng – CHỈ 5,35 TỶ",Cát Linh,Cát Linh,Đống Đa,1,117,22,28,5350.0,False,267.5
"Phố Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội",45,5,Hôm qua,5," 13,5 tỷ","MẶT NGÕ HÀO NAM - OTO QUA - GẦN GA CÁT LINH – 45m2 x 5 tầng – Chỉ 13,5 tỷ",Hào Nam,Cát Linh,Đống Đa,1,291,22,28,13500.0,False,300.0
"Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",36,3,Hôm qua,4," 16,5 tỷ","MẶT NGÕ NGUYÊN HỒNG - PHÂN LÔ Ô TÔ - VỈA HÈ – 36m2 x 4 tầng – Chỉ 16,5 tỷ",Nguyên Hồng,Láng Hạ,Đống Đa,1,484,111,28,16500.0,False,458.3333333333333
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",30,3,Hôm qua,5, 7 tỷ,DUY NHẤT LÔ NHÀ 30M2 CÒN SÓT LẠI XUÂN LA TÂY HỒ XÂY MỚI VỀ Ở LUÔN,Xuân La,Xuân La,Tây Hồ,1,992,338,25,7000.0,False,233.33333333333334
"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",35,4,Hôm qua,5," 5,35 tỷ",BÁN NHÀ LAI XÁ-ĐH CÔNG NGHIỆP-Ô TÔ ĐỖ CỬA-NGÕ THÔNG-35M-5.35 TỶ,Lai Xá,Kim Chung,Hoài Đức,1,369,99,7,5350.0,False,152.85714285714286
"Phố Trịnh Công Sơn, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",52,4,Hôm qua,6," 17,5 tỷ","BÁN NHÀ TRỊNH CÔNG SƠN – TÂY HỒ - 52M2, 6 TẦNG, Ô TÔ TRÁNH, KINH DOANH CỰC ĐỈNH - 17.5 TỶ",Trịnh Công Sơn,Nhật Tân,Tây Hồ,1,863,162,25,17500.0,False,336.53846153846155
"Đường Phúc Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",52,4,Hôm qua,4, 9 tỷ,"BÁN NHÀ MẶT NGÕ OTO PHÚC DIỄN - BẮC TỪ LIÊM, 52M², 4T, MẶT TIỀN 4.8M, GIÁ 9 TỶ, NGÕ KDOANH",Phúc Diễn,Phúc Diễn,Bắc Từ Liêm,1,663,190,2,9000.0,False,173.07692307692307
"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",45,3,Hôm qua,5, 9 tỷ,"BÁN NHÀ ĐỘI CẤN - BA ĐÌNH, 45M2 MT 9m 5T, GIÁ 9 TỶ, NGÕ RỘNG SÁT MẶT PHỐ, NHÀ ĐẸP Ở NGAY,",Đội cấn,Đội Cấn,Ba Đình,1,1137,389,1,9000.0,False,200.0
"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",106,1,Hôm qua,1, 35 tỷ,"PHÂN LÔ ĐỖ NHUẬN 106M2, MẶT TIỀN 7.1M, VỈA HÈ RỘNG, ĐƯỜNG 4 LÀN ÔTÔ, GIÁ ĐẦU TƯ CHỈ 35 TỶ",Đỗ Nhuận,Xuân Đỉnh,Bắc Từ Liêm,1,1131,343,2,35000.0,False,330.188679245283
"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",36,4,Hôm qua,5," 5,8 tỷ","Tôi cần bán nhà riêng phố Mậu Lương,Kiến Hưng,HĐ.Để lại toàn bộ nội thất.Ôtô đỗ.Giá 5tỷ8",Mậu Lương,Kiến Hưng,Hà Đông,1,464,108,10,5800.0,False,161.11111111111111
"Đường Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà Nội",51,5,Hôm qua,6," 13,45 tỷ","Tin thật- Bán nhà Linh Quang, Đống Đa, 51 m2, 6 tầng, tháng máy, 13.45 tỷ",Linh Quang,Văn Chương,Đống Đa,1,371,326,28,13450.0,False,263.72549019607845
