address,area,bedrooms,date,floors,price,title,road,ward,district,address_complete,road_cat,ward_cat,district_cat,price_converted,is_price_per_m2,price_per_m2
"Đường Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",32,4,Hôm nay,5," 5,3 tỷ","5,3 Tỷ Nhà Mới Đại Cát -Bắc Từ Liêm DT 32m .5 Tầng .4 Ngủ Ô Tô Tải Đỗ Cửa",Đại Cát,Liên Mạc,Bắc Từ Liêm,1,1082,114,2,5300.0,False,165.625
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",45,3,Hôm nay,2," 7,2 tỷ","Phú Mỹ -Gần SVĐ Mỹ Đình DT 45m .2 Tầng .Vị Trí Cực Đẹp.Giá 7,2 Tỷ",Phú Mỹ,Mỹ Đình 2,Nam Từ Liêm,1,655,138,14,7200.0,False,160.0
"Đường Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",40,3,Hôm nay,5," 6,5 tỷ","Đại Cát -Bắc Từ Liêm-Gara Ô Tô 5 Tầng Dân Xây Cực Chắc Chắn DT 40m .Giá 6,5 Tỷ",Đại Cát,Liên Mạc,Bắc Từ Liêm,1,1082,114,2,6500.0,False,162.5
"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",45,6,Hôm nay,5," 5,1 tỷ","Liên Mạc-Bắc Từ Liêm 5 Tầng Mới Đẹp DT 45m .6 Ngủ Khép Kín.Giá 5,1 Tỷ",Liên Mạc,Liên Mạc,Bắc Từ Liêm,1,377,114,2,5100.0,False,113.33333333333333
"Đường Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",40,4,Hôm nay,5," 5,3 tỷ","Đại Cát-Bắc Từ Liêm -Ô Tô Đỗ Cửa DT 40m ,5 Tầng ,4 Ngủ ,Giá 5,3 Tỷ",Đại Cát,Liên Mạc,Bắc Từ Liêm,1,1082,114,2,5300.0,False,132.5
"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",35,3,Hôm nay,5," 4,6 tỷ","Liên Mạc-Bắc Từ Liêm 5 Tầng Mới Đẹp DT 35m .Ô Tô Vào Cửa Nhà .Giá 4,6 Tỷ",Liên Mạc,Liên Mạc,Bắc Từ Liêm,1,377,114,2,4600.0,False,131.42857142857142
"Phố Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",70,3,Hôm nay,1," 1,9 tỷ","Căn Hộ MiNi 3 Ngủ Trần Thái Tông-TT Cầu Giấy DT 70m .Tầng 1 Riêng Biệt.Giá 1,9 Tỷ",Trần Thái Tông,Dịch Vọng,Cầu Giấy,1,851,51,4,1900.0,False,27.142857142857142
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",42,10,Hôm nay,7," 12,2 tỷ","Mỹ Đình 7 Tầng -Thang Máy -10 Phòng Khép Kín Cho Thuê DT 42m .Dòng Tiền 600tr.Giá 12,2 Tỷ",Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,12200.0,False,290.4761904761905
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",35,10,Hôm nay,7," 10,5 tỷ","Mỹ Đình -7 Tầng Thang Máy -10 Phòng Khép Kín.DT 35m .Dòng Tiền 600tr/Năm. Giá 10,5 Tỷ",Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,10500.0,False,300.0
"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",45,10,Hôm nay,6, 10 tỷ,Trần Cung-Băc Từ Liêm-6 Tầng Thang Máy Xịn -10 Phòng Khép Kín -DT 45m .Giá Hơn 10 Tỷ,Trần Cung,Cổ Nhuế 1,Bắc Từ Liêm,1,830,37,2,10000.0,False,222.22222222222223
"Xã Di Trạch, Huyện Hoài Đức, Hà Nội",35,4,Hôm nay,5," 4,4 tỷ","Di Trạch -Hoài Đức 5 Tầng Mới Coong DT 35m .4 Ngủ .Mặt Tiền Rộng 4,5m .Giá 4,4 Tỷ",,Di Trạch,Hoài Đức,0,-1,42,7,4400.0,False,125.71428571428571
"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",32,4,Hôm nay,5, 12 tỷ,Trần Quốc Hoàn-Cạnh ĐH Quốc Gia-Phân Lô -Ô Tô Vào Nhà -TT Cầu Giấy DT 32m .5 Tầng .12 Tỷ,Trần Quốc Hoàn,Dịch Vọng Hậu,Cầu Giấy,1,848,52,4,12000.0,False,375.0
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",30,4,Hôm nay,6, 7 tỷ,Mỹ Đình 6 Tầng Thang Máy Xịn-Ngõ Nông Rộng DT 30m .Ngõ Thông Kinh Doanh Nhỏ .Gia 7 Tỷ,Mỹ Đình,Mỹ Đình 1,Nam Từ Liêm,1,469,137,14,7000.0,False,233.33333333333334
"Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",40,4,Hôm nay,5," 6,7 tỷ","Trần Bình-Cầu Giấy-5 Tầng -Sau Trường ĐH Thương Mại DT 40m .Mặt Tiền Rộng 4,5m.Giá 6,7 tỷ",Trần Bình,Mai Dịch,Cầu Giấy,1,828,124,4,6700.0,False,167.5
"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",55,2,Hôm nay,1," 1,5 tỷ","1,5 Tỷ Căn Hộ 2 Ngủ Chung Cư MiNi Mỹ Đình DT 55m .Tầng 5 Cao Thoáng Mát .giá 1,5 Tỷ",Mỹ Đình,Mỹ Đình 2,Nam Từ Liêm,1,469,138,14,1500.0,False,27.272727272727273
"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",40,4,Hôm nay,5," 7,85 tỷ","Hồ Tùng Mậu 5 Tầng Mới -Vị Trí Đẹp DT 40 .Mặt Tiền Rộng 5m Dân Xây .Giá 7,85 Tỷ",Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,1,319,177,2,7850.0,False,196.25
"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",50,5,Hôm nay,5," 5,8 tỷ","Liên Mạc- Bắc Từ Liêm- 5 Tầng Dân Mới Xây Đẹp ,Chắc Chắn DT 50m .5 Ngủ .Giá 5,8 Tỷ",Liên Mạc,Liên Mạc,Bắc Từ Liêm,1,377,114,2,5800.0,False,116.0
"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",50,5,Hôm nay,5," 13,9 tỷ","Khúc Thừa Dụ -TT Cầu Giấy -10m Ra Mặt Phố To Đẹp DT 50m, 5 Tầng ,Dân Xây .Giá 13,9 Tỷ",Khúc Thừa Dụ,Dịch Vọng,Cầu Giấy,1,339,51,4,13900.0,False,278.0
"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",41,5,Hôm nay,5," 7,18 tỷ","Hiếm, Liên Mạc 41m2-5 tầng, 2 ô tô tránh, đường thông, giá 7.18 tỷ",Liên Mạc,Liên Mạc,Bắc Từ Liêm,1,377,114,2,7180.0,False,175.1219512195122
"Đường Hoàng Liên, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",35,4,Hôm nay,5," 5,48 tỷ","Phải thật nhanh Hoàng Liên 35.2m2-5 tầng, ô tô, NT đẹp ở ngay, 5.48 tỷ",Hoàng Liên,Liên Mạc,Bắc Từ Liêm,1,213,114,2,5480.0,False,156.57142857142858
"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",75,6,Hôm nay,6, 15 tỷ,NHÀ ĐẸP XUẤT SẮC 6T THANG MÁY VỪA Ở VỪA KD 3 BƯỚC RA MP VÕ CHÍ CÔNG TÂY HỒ 75M2 MT 6M 15TỶ,Võ Chí Công,Xuân La,Tây Hồ,1,939,338,25,15000.0,False,200.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",100,3,Hôm nay,3, 16 tỷ,NHÀ 3T VỊ TRÍ VIP MP XUÂN ĐỈNH TỪ LIÊM KINH DOANH VỈA HÈ Ô TÔ TRÁNH 100M2 MT 5M 16 TỶ.,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,16000.0,False,160.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",100,5,Hôm nay,5, 27 tỷ,NHÀ 5T HOA HẬU MP XUÂN ĐỈNH TỪ LIÊM KINH DOANH LÔ GÓC Ô TÔ TRÁNH 100M2 MT 5.5M 27 TỶ.,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,27000.0,False,270.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",90,4,Hôm nay,4, 15 tỷ,CHỈ 15 TỶ SỞ HỮU NGAY NHÀ 4T MP XUÂN ĐỈNH TỪ LIÊM Ô TÔ TRÁNH KINH DOANH 90M2 MT 6M .,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,15000.0,False,166.66666666666666
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",100,5,Hôm nay,5, 17 tỷ,NHÀ ĐẸP 5T VỊ TRÍ KIM CƯƠNG PHỐ XUÂN ĐỈNH TỪ LIÊM Ô TÔ TRÁNH KINH DOANH 100M2 MT 5M 17 TỶ.,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,17000.0,False,170.0
"Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",75,5,Hôm nay,5," 15,5 tỷ",VỊ TRÍ VÀNG NHÀ 5T PHÂN LÔ Ô TÔ TRÁNH KD VỈA HÈ PHỐ PHÚ THƯỢNG TÂY HỒ 75M2 MT 4.5M 15.5 TỶ,Phú Thượng,Phú Thượng,Tây Hồ,1,656,184,25,15500.0,False,206.66666666666666
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",70,5,Hôm nay,4, 13 tỷ,NHÀ ĐẸP XUẤT SẮC 4T Ô TÔ QUA NHÀ PHỐ XUÂN ĐỈNH TỪ LIÊM ĐI BỘ RA MP70M2 MT 5M 13 TỶ.,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,1,997,343,2,13000.0,False,185.71428571428572
"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",60,4,Hôm nay,4, 11 tỷ,NHỈNH 11 TỶ SỞ HỮU NGAY NHÀ 4T VỊ TRÍ ĐẸP Ô TÔ VÀO CỔNG 10M RA MP PHÚ XÁ TÂY HỒ 60M2 MT4M,An Dương Vương,Phú Thượng,Tây Hồ,1,30,184,25,11000.0,False,183.33333333333334
"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",80,6,Hôm nay,7, 22 tỷ,NHÀ 7T THANG MÁY DT 80M2 MT 5M CHỈ 22 TỶ Ô TÔ TRÁNH KINH DOANH PHỐ LẠC LONG QUÂN TÂY HỒ.,Lạc Long Quân,Xuân La,Tây Hồ,1,441,338,25,22000.0,False,275.0
"Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",60,4,Hôm nay,4, 14 tỷ,BÁN NHÀ ĐẸP Ở NGAY 4T 10M RA MẶT NGÕ Ô TÔ TRÁNH PHỐ LẠC LONG QUÂN TÂY HỒ 60M2 MT 4M 14 TỶ.,Lạc Long Quân,Nhật Tân,Tây Hồ,1,441,162,25,14000.0,False,233.33333333333334
"Đường Âu Cơ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",55,4,Hôm nay,4, 20 tỷ,NHÀ 5T MP ÂU CƠ TÂY HỒ Ô TÔ TRÁNH KINH DOANH THÔNG SỐ ĐẸP TƯƠNG LAI SÁNG 55M2 MT 8.5M 20TỶ,Âu Cơ,Yên Phụ,Tây Hồ,1,1035,349,25,20000.0,False,363.6363636363636
"Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",55,5,Hôm nay,6, 17 tỷ,NHÀ 6T THANG MÁY ĐẸP LONG LANH LÔ GÓC Ô TÔ TRÁNH KINH DOANH NGÀY ĐÊM 55M2 MT 4.5M 17TỶ.,Tứ Liên,Tứ Liên,Tây Hồ,1,920,308,25,17000.0,False,309.09090909090907
"Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",55,4,Hôm nay,4," 14,4 tỷ",PHÂN LÔ KIM NGƯU 🔥 HBT🔥 55M2 x 4T 🔥 MT 4.5M 🔥14.4 TỶ 🔥 ĐƯỜNG Ô TÔ TRÁNH 🔥 KINH,Kim Ngưu,Thanh Nhàn,Hai Bà Trưng,1,354,233,6,14400.0,False,261.8181818181818
"Đường Đê Trần Khát Chân, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",38,3,Hôm nay,5," 8,6 tỷ",BÁN NHÀ TRẦN KHÁT CHÂN  38M2 x 5T 🔥 MT 4.2M 🔥 8.6 TỶ 🔥 THANG MÁY 🔥 GẦN PHỐ 🔥 NGÕ Ô,Đê Trần Khát Chân,Lê Đại Hành,Hai Bà Trưng,1,1062,119,6,8600.0,False,226.31578947368422
"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",35,3,Hôm nay,6," 6,7 tỷ",BÁN NHÀ KHƯƠNG TRUNG 🔥 35M2 x 6T 🔥 MT 3.5M 🔥 6.7 TỶ🔥Ô TÔ DỪNG ĐỖ CỬA 24/7🔥TẶNG NỘI,Khương Trung,Khương Trung,Thanh Xuân,1,343,95,22,6700.0,False,191.42857142857142
"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",55,3,Hôm nay,3," 7,85 tỷ",ĐÀM QUANG TRUNG💥 LONG BIÊN💥 55M2 x 3T💥 MT 4.3M💥 7.85 TỶ💥 NGÕ THÔNG💥 Ô TÔ LÙI CỬA,Đàm Quang Trung,Long Biên,Long Biên,1,1052,117,11,7850.0,False,142.72727272727272
"Phố Tây Sơn, Phường Khương Thượng, Quận Đống Đa, Hà Nội",43,3,Hôm nay,5," 7,2 tỷ",BÁN NHÀ TÂY SƠN💥 ĐỐNG ĐA💥 43M2 x 5T💥 MT 3.4M💥 7.2 TỶ💥 Ô TÔ DỪNG ĐỖ 24/7💥 GẦN PHỐ,Tây Sơn,Khương Thượng,Đống Đa,1,882,94,28,7200.0,False,167.4418604651163
"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",110,6,Hôm nay,5, 24 tỷ,BIỆT THỰ KĐT VĂN QUÁN💥 HÀ ĐÔNG💥 110M2 x 5T💥 MT 4.2M💥 24 TỶ💥 ĐƯỜNG Ô TÔ TRÁNH💥 KD TỐT,Nguyễn Khuyến,Văn Quán,Hà Đông,1,520,328,10,24000.0,False,218.1818181818182
"Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội",40,4,Hôm nay,5," 6,8 tỷ",BÁN NHÀ HOÀNG HOA THÁM🔥 40M2 x 5T🔥 6.8 TỶ🔥 2 THOÁNG🔥 GẦN PHỐ🔥 Ô TÔ DỪNG ĐỖ NGÀY ĐÊM,Hoàng Hoa Thám,Đội Cấn,Ba Đình,1,212,389,1,6800.0,False,170.0
"Phố Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",78,3,Hôm nay,1," 18,8 tỷ",LÊ THANH NGHỊ💥 78M2💥MT 3.8M💥18.8 TỶ💥GẦN MẶT PHỐ💥NGÕ THÔNG Ô TÔ💥KINH DOANH SẦM UẤT,Lê Thanh Nghị,Bách Khoa,Hai Bà Trưng,1,406,6,6,18800.0,False,241.02564102564102
"Phố Thái Hà, Phường Trung Tự, Quận Đống Đa, Hà Nội",90,4,Hôm nay,3," 31,5 tỷ",PHÂN LÔ THÁI HÀ🔥 ĐỐNG ĐA🔥 90M2🔥 MT 4.6M🔥 31.5 TỶ🔥 TRƯỚC NHÀ Ô TÔ TRÁNH🔥 KD TẤP NẬP,Thái Hà,Trung Tự,Đống Đa,1,753,277,28,31500.0,False,350.0
"Đường Kim Mã, Phường Đội Cấn, Quận Ba Đình, Hà Nội",58,5,Hôm nay,5," 11,9 tỷ",BÁN NHÀ KIM MÃ🔥 DT 58M2 x 5T🔥 MT 9M🔥 11.9 TỶ🔥 GẦN PHỐ🔥 NGÕ RỘNG ĐẸP🔥 NHÀ ĐẸP Ở LUÔN,Kim Mã,Đội Cấn,Ba Đình,1,352,389,1,11900.0,False,205.17241379310346
"Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",85,2,Hôm nay,3, 22 tỷ,MẶT PHỐ CHÙA LÁNG✨ ĐỐNG ĐA✨ 85M2 x 3T✨ 22 TỶ✨ VỈA HÈ✨ ĐƯỜNG Ô TÔ TRÁNH✨ KD SẦM UẤT,Chùa Láng,Láng Thượng,Đống Đa,1,109,112,28,22000.0,False,258.8235294117647
"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",50,6,Hôm nay,7," 14,9 tỷ",PHÂN LÔ PHÁO ĐÀI LÁNG💥 50M2 x 7T💥 MT 4M💥 NHÀ MỚI💥 GẦN PHỐ💥 THANG MÁY💥 Ô TÔ ĐỖ CỬA,Pháo Đài Láng,Láng Thượng,Đống Đa,1,638,112,28,14900.0,False,298.0
"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",52,3,Hôm nay,6," 15,9 tỷ",TÂY SƠN ✨52M2 x 6T ✨MT 4.2M ✨15.9 TỶ ✨THANG MÁY ✨GẦN PHỐ ✨NGÕ Ô TÔ DỪNG ĐỖ,Tây Sơn,Quang Trung,Đống Đa,1,882,208,28,15900.0,False,305.7692307692308
"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",81,4,Hôm nay,4, 33 tỷ,NGHĨA ĐÔ 🔆 DT 81M2 x 4T 🔆 MT 4.5M 🔆 33 TỶ 🔆 VỈA HÈ 🔆 KINH DOANH 🔆 Ô TO TRÁNH 🔆,Nghĩa Đô,Nghĩa Đô,Cầu Giấy,1,483,145,4,33000.0,False,407.4074074074074
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",54,4,Hôm nay,7," 23,5 tỷ",PHÂN LÔ NGUYỄN CHÍ THANH💎54M2 x 7T💎 MT 8M💎 23.5 TỶ💎THANG MÁY💎Ô TÔ VÀO NHÀ💎 GẦN PHỐ,Nguyễn Chí Thanh,Láng Thượng,Đống Đa,1,498,112,28,23500.0,False,435.18518518518516
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",48,5,Hôm nay,7," 15,5 tỷ",PHÂN LÔ HOÀNG CẦU✅ĐỐNG ĐA✅48M2 x 7T✅MT 4.1M✅THANG MÁY✅NGÕ Ô TÔ DỪNG ĐỖ 24/24✅KD NHỎ,Hoàng Cầu,Ô Chợ Dừa,Đống Đa,1,211,355,28,15500.0,False,322.9166666666667
"Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",60,8,Hôm nay,6, 17 tỷ,Mặt ngõ Thái Thịnh - Đống Đa - 60mx6t mt6m - Ô tô - Ngõ thông,Thái Thịnh,Thịnh Quang,Đống Đa,1,755,240,28,17000.0,False,283.3333333333333
"Đường Quan Thổ 1, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",55,6,Hôm nay,5," 11,5 tỷ",Hot - Nhà đẹp Hào Nam - 55mx5t mt4m - Dân xây - Ở sướng,Quan Thổ 1,Ô Chợ Dừa,Đống Đa,1,692,355,28,11500.0,False,209.0909090909091
"Đường Quan Thổ 3, Phường Hàng Bột, Quận Đống Đa, Hà Nội",66,6,Hôm nay,6," 11,5 tỷ",Siêu phẩm CHDV Tôn Đức Thắng - Đống Đa - 66mx6t - Ngã 6 Ô Chợ Dừa,Quan Thổ 3,Hàng Bột,Đống Đa,1,693,63,28,11500.0,False,174.24242424242425
"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",50,5,Hôm nay,7," 14,7 tỷ",Siêu phẩm - Pháo Đài Láng - Đống Đa - 45mx7t mặt tiền 4m - Thang máy,Pháo Đài Láng,Láng Thượng,Đống Đa,1,638,112,28,14700.0,False,294.0
"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",66,7,Hôm nay,7," 15,2 tỷ",Có 102 - Tôn Đức Thắng - Đống Đa - 66mx7t mặt tiền 6m - Thang máy,Tôn Đức Thắng,Hàng Bột,Đống Đa,1,898,63,28,15200.0,False,230.3030303030303
"Đường Bùi Xương Trạch, Phường Khương Hạ, Quận Thanh Xuân, Hà Nội",50,4,Hôm nay,1, 14 tỷ,Bán đất tặng nhà - Bùi Xương Trạch - Thanh Xuân - 50m mt4.3 - Phân lô - Ô tô,Bùi Xương Trạch,Khương Hạ,Thanh Xuân,1,65,92,22,14000.0,False,280.0
"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",46,4,Hôm nay,1," 18,2 tỷ",Siêu phẩm - Phân lô Bùi Xương Trạch - Thanh Xuân - 46m² - 4 tầng - Ô tô tránh - Kinh doanh,Bùi Xương Trạch,Khương Trung,Thanh Xuân,1,65,95,22,18200.0,False,395.6521739130435
"Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",75,4,Hôm nay,1," 12,3 tỷ",Hiếm - Mảnh đất vàng - Chùa Láng - Đống Đa - 75m - Mt5.5m,Chùa Láng,Láng Thượng,Đống Đa,1,109,112,28,12300.0,False,164.0
"Đường Bùi Xương Trạch, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",100,4,Hôm nay,4," 19,9 tỷ",Đẳng cấp Phân lô - Bùi Xương Trạch - Thanh Xuân - 100mx4 tầng - Ngõ thông - 2 thoáng,Bùi Xương Trạch,Kim Giang,Thanh Xuân,1,65,100,22,19900.0,False,199.0
"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",45,10,Hôm nay,6," 12,2 tỷ",CHDV Quan Nhân - Thanh Xuân - 45mx6 tầng mặt tiền rộng - 10pkk - Dòng tiền 50tr/tháng,Quan Nhân,Nhân Chính,Thanh Xuân,1,691,161,22,12200.0,False,271.1111111111111
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",58,4,Hôm nay,4," 12,5 tỷ",Hiếm - Mặt ngõ - Khương Đình - Thanh Xuân - 58mx4 tầng mặt tiền rộng - Ô tô,Khương Đình,Khương Đình,Thanh Xuân,1,344,96,22,12500.0,False,215.51724137931035
"Phố An Trạch, Phường Cát Linh, Quận Đống Đa, Hà Nội",85,4,Hôm nay,3," 18,5 tỷ",Bán nhà Mặt ngõ An Trạch 1 - Đống Đa - 85m,An Trạch,Cát Linh,Đống Đa,1,40,22,28,18500.0,False,217.64705882352942
"Đường Láng Hạ, Phường Láng Thượng, Quận Đống Đa, Hà Nội",75,8,Hôm nay,5," 14,8 tỷ",Siêu phẩm CHDV Láng Hạ - Đống Đa - 75mx5t - 8pkk dòng tiền 40tr/tháng,Láng Hạ,Láng Thượng,Đống Đa,1,387,112,28,14800.0,False,197.33333333333334
"Đường Hà Kế Tấn, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",144,4,Hôm nay,3, 21 tỷ,Bán đất tặng nhà Hà Kế Tấn - Thanh Xuân - 144m - Ô tô - Lô góc,Hà Kế Tấn,Phương Liệt,Thanh Xuân,1,238,199,22,21000.0,False,145.83333333333334
"Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",50,10,Hôm nay,7," 12,9 tỷ",Mặt ngõ Thái Thịnh - 50mx 7 tầng - Ngõ thông - Ô tô - Kinh doanh,Thái Thịnh,Thịnh Quang,Đống Đa,1,755,240,28,12900.0,False,258.0
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",42,4,Hôm qua,5," 7,4 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 42m2, 7.4 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,7400.0,False,176.1904761904762
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",33,4,Hôm qua,5," 7,4 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 33m2, 7.4 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,7400.0,False,224.24242424242425
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",31,4,Hôm qua,5, 7 tỷ,"- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 31m2, 7 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,7000.0,False,225.80645161290323
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",32,5,Hôm qua,5," 8,15 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 32m2, 8.15 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,8150.0,False,254.6875
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",35,4,Hôm qua,5," 8,5 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 35m2, 8.5 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,8500.0,False,242.85714285714286
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",30,4,Hôm qua,5," 8,45 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 30m2, 8.45 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,8450.0,False,281.6666666666667
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",33,4,Hôm qua,5," 8,9 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 33m2, 8.9 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,8900.0,False,269.6969696969697
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",40,4,Hôm qua,5, 7 tỷ,"- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 40m2, 7 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,7000.0,False,175.0
"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",45,4,Hôm qua,5," 9,7 tỷ","- Bán nhà đường Hoàng Hoa Thám, sát phố, nội thất xịn sò, 45m2, 9.7 tỷ.",Hoàng Hoa Thám,Thụy Khuê,Tây Hồ,1,212,258,25,9700.0,False,215.55555555555554
