area,balcony_direction,house_direction,facade_width,price,interior,legality,bedrooms,bathrooms,floors,title,road_width,price_per_m2
233.0,0,0,5.0,15800.0,1,2,2,1,1,"Mặt tiền Phạm Thế Hiển 233m2 nhà 2 mặt tiền nở hậu, xây dựng được cao tầng",0.0,67.81115879828326
70.0,0,0,0.0,9800.0,0,1,0,0,4,"Mở bán đợt 1 nhà phố Phước Bình Home MT Tạ Quang Bửu DT 5x14 3 lầu giá từ 9.8 tỷ, TT chỉ 15% ký HĐ",0.0,140.0
25.0,0,0,0.0,3900.0,1,2,5,3,4,"Nhà Dương Bá Trạc Phường 1 Quận 8 , 5 Phòng Ngủ - Nhà Đúc Bê Tông",0.0,156.0
50.0,0,0,0.0,7800.0,0,2,4,3,3,50m2 HXH 2 mặt tiền Dạ Nam. Ngay kế chân cầu chữ Y,0.0,156.0
64.0,0,0,0.0,3300.0,2,2,2,2,0,Tổng hợp quỹ căn 2pn chuyển nhượng giá tốt nhất dự án Tứ Hiệp Plaza.,0.0,51.5625
80.0,0,0,0.0,4140.0,1,2,3,2,0,"Bán CC Valencia Garden, Đức Giang, Long Biên, Hà Nội, 4,14 tỷ, 80m2, 3PN, 2WC, hot",0.0,51.75
40.0,0,0,0.0,1200.0,2,1,1,1,0,"Bán căn hộ chung cư view đẹp tại Ocean Vista, 1,2 tỷ, 40m2, Phan Thiết, Bình Thuận",0.0,30.0
86.0,0,0,0.0,2700.0,2,2,1,1,0,Cần bán căn 1PN lớn 86m2 tầng 7 view golf vs villa như hình,0.0,31.3953488372093
51.0,0,0,0.0,1100.0,1,1,2,1,0,"Bán HQC Hóc Môn, 1,1 tỷ hết phí, 51m2, 2PN, 1WC, thoáng mát, đầy đủ tiện ích",0.0,21.568627450980394
105.0,0,0,0.0,4700.0,0,0,3,2,0,"Bán căn hộ chung cư Viva Riverside, Võ Văn Kiệt, 4,7 tỷ, 105m2, 3PN, 2WC căn góc, view quận 1",0.0,44.76190476190476
60.0,0,0,0.0,5700.0,0,2,0,0,0,"Chính chủ bán nhà Hàn Hải Nguyên, Quận 11. Giá 5,7 tỷ/DT: 60m2 (4x15m). 1 trệt 2 lầu. 4PN + 4WC",0.0,95.0
50.3,7,7,9.0,6700.0,0,2,4,3,4,"Bán nhà 4 tầng mặt tiền cực rộng 9,15m An Dương Vương, P. 16, Q. 8 gần chợ, sân thượng thoáng",3.0,133.20079522862824
97.0,0,0,0.0,8300.0,2,2,3,2,0,"Bán căn hộ chung cư tại Eurowindow Multi Complex, 7,5 tỷ vnđ, 97m2 - giá cực chất",0.0,85.56701030927834
50.0,0,0,0.0,730.0,2,0,2,1,0,"Bán căn hộ 50m2 2PN trung tâm Phan Thiết, giá tốt 730tr full nội thất mới đẹp, LH 0987 880 ***",0.0,14.6
100.0,0,0,0.0,7.9,0,0,0,0,0,"Cần gấp vài nền Bà Rịa, dự án Lan Anh 2 - 5. Anh chị chính chủ có đất gửi em bán zalo 0939 751 ***",0.0,0.079
51.0,0,3,0.0,2100.0,2,2,2,1,0,"Căn hộ 2PN Thủ Đức giá chỉ từ 1,4tỷ nhận nhà, ngân hàng hỗ trợ 80%, CK 12,5% mua trực tiếp CĐT GĐ1",0.0,41.1764705882353
188.0,0,0,0.0,6900.0,1,1,3,3,1,"Bán biệt thự bãi biển riêng, sở hữu lâu dài, full nội thất 1 căn duy nhất giá tốt nhất dự án 6,9 tỷ",0.0,36.702127659574465
82.0,0,0,0.0,6500.0,1,2,2,2,0,"Bán gấp căn hộ Sunshine Riverside Tây Hồ, làm việc chính chủ, chuẩn giá. LH 0975 488 ***",0.0,79.26829268292683
91.0,0,0,7.0,10500.0,1,2,0,0,5,Top 10 căn chuyển nhượng đầu tư hoặc để ở giá tốt nhất tháng 5 Vinhomes Ocean Park 2,0.0,115.38461538461539
83.0,0,0,3.0,7500.0,1,2,3,2,1,"Cần bán gấp nhà mặt tiền đường Nguyễn Việt Dũng, An Thới, Bình Thủy, TP Cần Thơ",6.0,90.36144578313252
200.0,0,0,0.0,13500.0,2,2,4,4,0,"Siêu rẻ, không thể bỏ lỡ 4PN duplex cực rộng 200m2 giá chỉ 13,5 tỷ bao thuế phí - nhà mới 100%",0.0,67.5
154.5,0,0,8.0,2190.0,0,2,0,0,0,"Chủ đi Mỹ cần đất xây biệt thự, gần ngay bệnh Viên Âu Cơ Biên Hoà",0.0,14.174757281553399
40.0,0,0,6.0,5450.0,2,2,4,3,3,"Hẻm xe hơi 6m khu VIP Osimi 2 lầu 4PN giá chỉ 5,45 tỷ Thương lượng",6.0,136.25
186.0,0,0,0.0,15000.0,0,2,4,3,0,"Hiếm - penhouse CC Legend 186m2 4 ngủ 3VS, thiết kế mở 2 ban công rộng, full NT, 15tỷ LH 0936 218 ***",0.0,80.64516129032258
73.0,0,0,7.0,7600.0,0,2,0,0,0,"Đất phố tây Tuệ Tĩnh, ngang 7,3m * Cách biển Trần Phú: 350m giá: 7,6 tỷ",0.0,104.10958904109589
62.0,0,0,0.0,5000.0,0,1,2,2,0,"Bán căn New City 2PN 2WC 62m2, giá 5tỷ thương lượng, view thoáng tầng cao đẹp. LH: 0908 833 ***",0.0,80.64516129032258
125.0,0,0,5.0,1860.0,0,1,0,0,0,"Cần bán lô đất 125m2 ngay trung tâm hành chính, cư dân đông, đất full thổ, sổ hồng riêng",13.0,14.88
58.0,0,0,4.0,11450.0,2,2,7,5,4,"Giảm mạnh 500 triệu bán nhanh trong tuần gần Rạch Xuyên tâm 4 tầng 7PN HXH 7 chỗ Bùi Đình Túy, P12",6.0,197.41379310344828
130.0,0,0,0.0,12500.0,1,0,3,2,0,Estella Heights: 1PN giá 6.2 tỷ; 2PN giá 8.8 tỷ; 3PN giá 12.5 tỷ; 4PN giá 19 tỷ; pen giá từ 40 tỷ,0.0,96.15384615384616
74.0,0,0,0.0,9600.0,2,2,4,5,3,Bán nhà 4 lầu nội thất cao cấp Đường oto nguyễn thị Định Q2 giá giẻ nhất thị trường,0.0,129.72972972972974
111.0,0,3,6.0,26.0,0,2,0,0,0,"Bán đất tại Hoàng Quốc Việt, 84- 111 m2, 26 triệu / m2, An Đông, Huế",5.0,0.23423423423423423
60.0,0,0,0.0,1700.0,0,0,0,0,0,"Bán nhà 4 m x 15 m có số nhà huyện ấp 4b xã Vĩnh Lộc B, Bình Chánh. Khu dân cư mới",0.0,28.333333333333332
67.0,0,0,0.0,5000.0,2,2,2,2,0,"Chính chủ cần bán căn 2PN chung cư HD Mon - Hàm Nghi, tầng đẹp, view thoáng, hướng mát",0.0,74.6268656716418
83.9,0,0,5.0,1380.0,0,2,0,0,0,"Còn duy nhất 01 lô khu F hướng Đông Nam cực đẹp - Làng Sen Việt Nam - Sổ sẵn - Giá chỉ 1,38 tỷ",12.0,16.448152562574492
85.0,0,0,0.0,4650.0,2,2,2,2,0,"Bán căn hộ 85m2, 2PN, 2WC, 4,65 tỷ tại Bách Khoa, Hai Bà Trưng, Hà Nội",0.0,54.705882352941174
136.0,0,0,0.0,8500.0,2,2,3,2,1,"Bán nhà mặt tiền 136m2, đường Nguyễn Ái Quốc, chính chủ sổ hồng riêng",0.0,62.5
100.0,0,5,0.0,2200.0,0,1,0,0,0,"Chuyên hàng ngộp đất nền KDT Long Hưng T5/2025, giá chỉ từ 2,2 tỷ, DT 100m2, bao thuế sang sổ",12.0,22.0
82.0,0,0,0.0,7300.0,0,2,2,2,0,Chính chủ bán CHCC Everrich Infinity - Q5 82m2 2PN2WC nhà đẹp thoáng giá thật 7.3 tỷ LH 0944 904 ***,0.0,89.02439024390245
118.6,0,0,0.0,13000.0,2,2,1,2,0,Cần bán căn hộ Feliz En Vista.,0.0,109.61214165261383
107.0,0,0,0.0,4900.0,0,2,3,2,0,"Chính chủ cần bán căn hộ CC Riva Park Quận 4, DT: 107m2, 3PN, sổ, giá:4ty9, LH: 0898 523 *** Như Ý",0.0,45.794392523364486
59.0,0,0,0.0,2600.0,0,0,2,0,0,Nhanh tay anh chị ơi! Căn hộ 1PN+1 & 2PN giá chỉ 2.6 tỷ - Tặng ngay gói tân gia 540 triệu & xe VF3,0.0,44.067796610169495
70.0,0,0,0.0,10000.0,0,1,0,0,0,Bán nhanh - giá rẻ nhất - PK VIP nhất San Hô - Ocean Park 2 - vài bước chân chạm ngàn tiện ích,0.0,142.85714285714286
131.5,5,5,6.0,2750.0,1,2,4,2,2,"Chính chủ cần bán căn nhà 2 MT hẻm 1 sẹc cách An Phú Tây Hưng Long 70m, cách chợ Hưng Long 300m",3.0,20.91254752851711
72.1,0,0,0.0,5000.0,2,2,2,2,0,"Quỹ căn ngoại giao 2PN và 3PN tầng đẹp nhất The Charm An Hưng, chiết khấu 3%, full nội thất cao cấp",0.0,69.34812760055479
85.0,3,0,0.0,2500.0,0,2,2,2,0,"Bán căn hộ chung cư tại Conic Boulevard, 2,5 tỷ, 85m2 cách AEON MALL Bình Tân chỉ 6 phút",0.0,29.41176470588235
69.0,1,5,0.0,1800.0,1,1,2,2,0,Cần bán căn hộ 2PN 2WC 69m2 chung cư The Avila 114 An Dương Vương F16 Q8,0.0,26.08695652173913
73.0,0,0,0.0,3000.0,0,0,2,2,0,"Chính chủ cần bán gấp căn 2PN, 2WC, 73m2 - chung cư Opal giá 3 tỷ nhà mới - LH 0901970,388",0.0,41.0958904109589
74.0,0,0,0.0,2700.0,1,1,2,2,0,"Căn hộTulip Tower: 2.7 tỷ (74m2, 2PN.2WC)",0.0,36.486486486486484
100.0,0,0,5.0,56.0,0,2,0,0,0,"100m2, mặt tiền 5m siêu đẹp tại đấu giá Yên Hoà, Yên Mỹ bám ngay LT 379, gần chợ nông sản",5.0,0.56
216.79,0,0,0.0,11850.0,1,2,2,2,0,"Chỉ còn 1 căn Penthouse có hồ bơi riêng 25m2 tại trung tâm TP.Thủ Đức. Tặng phí đậu xe 1,5 tỷ",0.0,54.66119285944924
58.0,0,0,0.0,4500.0,0,2,0,0,2,Nhà 1trệt 1 lửng đường 1/ Tam Bình Thủ Đức DTSD: 100m2 giá 4.5 tỷ,7.0,77.58620689655173
51.3,0,1,0.0,5900.0,1,2,2,2,0,"Bán nhà đường số 9, Phường Trường Thọ nhà 1 trệt 1 lầu gồm 2PN, 2WC nhà đẹp vào ở NGAY",5.0,115.00974658869396
60.0,0,0,0.0,2550.0,2,1,2,1,0,Em Khanh 0932 676 *** sẵn căn cho AC chọn 60m2 - 3.1tỷ /68m2 - 3.48tỷ /35m2 - 1.9 duplex 4.2 tỷ,0.0,42.5
62.0,0,0,0.0,2050.0,2,1,2,2,0,"Bán căn 2PN 2WC gồm full nội thất C/C DreamHome Quận 8, nhà sẵn vào ở",0.0,33.064516129032256
60.0,0,0,6.0,5950.0,0,1,4,3,2,"5,95 tỷ ngang 6,7m sát MT Phạm Ngũ Lão GV",3.0,99.16666666666667
62.0,0,0,0.0,3600.0,0,2,2,2,0,"Chỉ trong vòng 7 ngày CĐT The Fibonan-Eopark tặng quà 110TR & ôtô VF6, liên hệ ngay Số Lượng có hạn",0.0,58.064516129032256
165.0,0,0,0.0,87.0,0,1,4,3,0,Penthouse Grand Riverside - giá gốc chủ đầu tư. Sở hữu lâu dài. Giá 87 triệu/m2,0.0,0.5272727272727272
100.0,0,0,5.0,750.0,0,1,0,0,0,Cần bán đất nền dự án Sunflower của công ty Phúc Khang xã Phước An huyện Nhơn Trạch,14.0,7.5
96.0,0,0,0.0,6050.0,1,2,3,2,0,Chính chủ bán CHCC 96m2 Vinaconex ở Trung Hòa,0.0,63.020833333333336
52.5,5,5,8.0,6790.0,2,1,4,3,2,"Nhà Phố vừa hoàn thiện mới hẻm 3m 458 Huỳnh Tấn Phát thông ra Lý Phục Man Q7-8,6mx6m giá 6,79 tỷ",3.0,129.33333333333334
80.0,0,0,0.0,5630.0,2,1,2,2,0,ĐẶC BIỆT MUA NHÀ VINHOMES NHẬN XE VINFAST TỪ THE OPUS ONE - VAY 0% LÃI SUẤT 24 THÁNG.,0.0,70.375
127.0,0,0,0.0,7700.0,0,2,0,0,0,Thành phố Hưng Yên - thứ nhất kinh kỳ thứ nhì phố hiếm - đất phố hiến 127m2 siêu hiếm lô góc,10.0,60.62992125984252
36.0,0,0,3.0,5600.0,1,2,4,3,4,"Cần bán nhà Quang Trung, Yên Nghĩa, Hà Đông, Hà Nội, giá cực chất 5,6 tỷ, 36m2 đẹp xuất sắc",3.0,155.55555555555554
72.0,0,0,4.0,11000.0,0,2,0,0,0,Bán đất đẹp - Chu Văn An - Bình Thạnh - 72m2 đường 12m xe tải tránh nhau SHR giá chỉ 11 tỷ,12.0,152.77777777777777
70.0,0,0,0.0,6000.0,0,0,2,0,0,"Chuyên căn hộ Masteri Thảo Điền giá rẻ nhất thị trường, hỗ trợ vay 80%. LH 0936 721 *** Mr. Hoài",0.0,85.71428571428571
72.0,0,0,0.0,3400.0,0,0,2,0,0,Bán căn hộ 2PN view sông thoáng mát Opal garden lầu trung,0.0,47.22222222222222
101.0,0,0,5.0,6150.0,1,1,4,4,2,"Chính chủ giảm giá sâu bán nhà riêng, sân để xe 7 chỗ, sổ hồng, hẻm xe tải, LH 0981 932 ***",4.0,60.89108910891089
110.0,0,3,0.0,9000.0,2,2,3,2,0,Chính chủ cần bán gấp căn hộ 3PN 110m2 9 tỷ,0.0,81.81818181818181
96.0,0,0,0.0,11900.0,1,1,2,2,0,"Chuyên chuyển nhượng toà.Diamond Park Plaza tại 16 Láng Hạ từ 1PN, 2PN, 3PN giá TỐT",0.0,123.95833333333333
212.5,0,0,8.0,14000.0,0,2,4,4,3,Top 3 căn giá tốt Đông Tứ Trạch Jamona Thủ Đức - ToanTranVillas,10.0,65.88235294117646
201.0,0,0,9.0,165.0,0,0,0,0,0,Độc quyền quỹ căn biệt thự An Lạc Green Symphony nhận nhà ngay. Hỗ trợ LS 0% 24T,0.0,0.8208955223880597
39.0,0,3,4.0,1850.0,0,2,0,0,0,Hiếm - 39m2 giáp TDP 18 - Đồng Mai ôtô đỗ đất cách 15m ô tô tải 1.85tỷ cao tốc Hà Nội - Xuân Mai,3.0,47.43589743589744
54.0,0,0,0.0,2780.0,2,0,1,1,0,"Bán căn 1PN+1- DT 54m2 CC Hausneo trong KDC Khang An Đỗ Xuân Hợp, Phú Hữu, sát Q2, giá 2,78 tỷ",0.0,51.48148148148148
200.0,0,0,0.0,8900.0,0,2,0,0,0,BÁN LÔ ĐẤT 2 MẶT TIỀN - VỊ TRÍ KIM CƯƠNG NGAY NGÃ BA ĐƯỜNG BẠCH ĐẰNG&XUÂN DIỆU - TAM KỲ,0.0,44.5
108.0,5,0,0.0,13300.0,2,1,3,3,0,"Bán gấp siêu phẩm 3PN+1 nội thất siêu sang, view sông, hướng Nam, Vinhomes Central Park Bình Thạnh",0.0,123.14814814814815
66.0,0,0,0.0,3600.0,2,1,2,2,0,"Bán gấp căn hộ Green Field 686, đang ra sổ, 2PN 2WC 66m2, 3tỷ6, LH: 0903 353 ***",0.0,54.54545454545455
85.0,0,0,0.0,6800.0,1,1,2,2,0,Palm Heights - Kepple Land - bán nhanh căn góc 2PN siêu hiếm,0.0,80.0
123.0,0,0,6.0,9750.0,0,1,0,0,5,"Nhà phố 5 tầng mặt Đại Lộ Nam Sông Mã đối diện 31 tòa chung cư Vin, diện tích 123m2, giá 9,75 tỷ",0.0,79.26829268292683
69.0,0,0,4.0,4200.0,0,2,2,1,1,"Nhà đường Đống Đa gần Nguyễn Du, Lý Tự Trọng full tiện nghi chỉ 4.2 tỷ chính chủ",0.0,60.869565217391305
85.0,0,0,0.0,7200.0,2,2,2,2,0,Chuyên bán căn hộ Vinhomes Central Park & Landmark 81 giá tốt nhất (1-2-3-4 PN). LH 0901 692 ***,0.0,84.70588235294117
96.0,0,0,0.0,8100.0,0,0,0,0,0,"24/7: Bình Minh Land bán CC King Palace giá tốt nhất thị trường, có slot gửi ô tô - 0917 533 ***",0.0,84.375
64.0,0,0,0.0,9850.0,0,2,0,0,0,"Bán nhà hẻm xe tải 8m nhựa Lý Thường Kiệt f6 quận Tân Bình 64 m2 ngang 4 vuông vức, 2 lầu 9 tỷ85",0.0,153.90625
100.0,0,5,5.0,1490.0,0,2,0,0,0,Cát Tường Phú Sinh cần bán gấp lô đất trục chính. Nhận kí gởi đất Phú Sinh giá ngộp,0.0,14.9
105.0,0,0,6.0,7900.0,2,2,4,3,3,Ngộp bank 6 tỷ ngay CV Làng Hoa nhà 3 tầng 105m2 (6x16m) 7 chỗ ngủ trong nhà,6.0,75.23809523809524
96.0,0,0,4.0,6900.0,0,2,0,0,0,"Lô đất đẹp 96m2(4,65x21m), HXH sát MT Lê Văn Văn Thọ, Gò Vấp. Chỉ 6,9 tỷ. Gần Công Viên Làng Hoa",4.0,71.875
82.0,0,0,0.0,5700.0,0,0,2,2,0,Bán nhà sổ riêng đường ô tô Phù Đổng Thiên Vương p8 trung tâm Đà Lạt 82m2 chỉ 5 tỷ 7,0.0,69.51219512195122
80.0,0,0,0.0,70.0,0,0,0,0,0,Hàng hiếm căn hộ mặt biển Đà Nẵng - sở hữu lâu dài - kề sân golf BRG 36 hố đẳng cấp,0.0,0.875
72.0,0,0,0.0,3100.0,1,0,2,2,0,"Chính chủ bán gấp căn hộ The Monarchy nội thất sang trọng, view đẹp giá chỉ 3,x tỷ",0.0,43.05555555555556
130.0,0,0,0.0,14000.0,0,2,0,0,2,Bán nhà Quận 6 - bán nhà mặt tiền Đặng Nguyên Cẩn - DT 130m2 giá tốt,0.0,107.6923076923077
52.0,0,0,0.0,3100.0,2,1,1,1,0,"Bán căn hộ CC Richmond City, Nguyễn Xí, 3,1 tỷ, 52m2, 1PN + 1WC full nội thất, chỉ với giá tốt",0.0,59.61538461538461
81.0,0,0,0.0,7300.0,2,2,3,2,0,"Bán căn 3PN Hà Nội Center Point Lê Văn Lương giá 7,3tỷ",0.0,90.12345679012346
142.0,0,0,0.0,8900.0,2,2,3,2,0,Ac cần mua căn hộ cắt lỗ 2 - 3pn Sunshine Center Phạm Hùng Lh e 0987 833 ***,0.0,62.67605633802817
35.0,0,0,0.0,4700.0,0,2,0,0,0,"Nhà riêng đẹp tại đường Bát Khối, Long Biên, Hà Nội, 4,7 tỷ, 35 m2, nhiều tiện ích",0.0,134.28571428571428
65.6,0,1,3.0,10000.0,0,2,0,0,0,"Bán đất tổ 8 Thạch Bàn - DT: 65,6m2, khổ đẹp, đường ô tô tránh, cách 100m ra chợ 541 Bát Khối",5.0,152.43902439024393
55.0,0,0,0.0,4000.0,0,0,2,0,0,Ưu đãi có hạn trong tháng 5 The Opus One - phân khu đẳng cấp nhất tại Vinhomes Grand Park,0.0,72.72727272727273
50.0,5,0,0.0,4500.0,2,1,1,1,0,"Bán căn hộ 1PN, 1WC, 50m2 tại The Tresor, Bến Vân Đồn, 4,5 tỷ",0.0,90.0
246.9,0,0,5.0,1500.0,0,2,0,0,0,Bán nhanh giá giảm 300tr xã Phước Vĩnh An(DT246.9m)sổ hồng riêng.Giá 1ty4990tr.LH 0909 362 ***xem đất,5.0,6.075334143377885
71.0,0,0,0.0,3100.0,0,0,2,3,0,"Bán căn hộ 2 phòng ngủ View hồ bơi Landmark Opal Riverside ngay Phạm Văn Đồng, 0932 011 ***",0.0,43.66197183098591
33.0,0,0,0.0,800.0,0,1,0,0,0,"Cần bán CH 49 năm Lê Thành mặt tiền Mã Lò, giá 800tr, có ban công, thoáng mát, diện tích từ 32m2",0.0,24.242424242424242
53.0,0,0,0.0,2050.0,1,1,1,1,0,"Hạ giá bán căn Moonlight Boulevard 1PN giá 2 tỷ 050 triệu, bao thuế phí",0.0,38.679245283018865
68.0,0,0,0.0,5300.0,1,2,2,2,0,"Bán rẻ căn hoa hậu dự án Sam Tower 2PN 68m2 tầng 24, view Sông Hàn ngay điểm bắn pháo hoa quốc tế",0.0,77.94117647058823
124.0,0,1,8.0,1400.0,0,1,0,0,0,"Cần bán gấp đất Nhà Bè đường 10 mét, 124m2 giá 1,4 tỷ, giá cho nhà đầu tư",10.0,11.290322580645162
88.9,0,0,4.0,2050.0,1,1,2,2,1,"Bán NR tại Phạm Hùng, 2,05 tỷ, 88,9m2, 2PN, 2WC, hàng hot",3.0,23.05961754780652
73.0,3,7,0.0,2530.0,2,0,2,2,0,Bán căn hộ City Gate view Quận 1 có sẵn nội thất như hình. LH: 0907 383 ***,0.0,34.657534246575345
120.0,0,0,0.0,13500.0,0,0,0,0,0,"BÁN GẤP NHÀ QUẬN 7 GIÁ: 13tỷ500 Diện tích: 8m x 15m Kết Cấu: 1Trệt, 2 lầu",0.0,112.5
102.0,0,0,0.0,8000.0,2,1,3,2,0,"Mr. Trung - Cần bán CH New City 3PN - 2WC DT 102m2, tầng cao view sông + quận 1. Chỉ 8 tỷ (All in)",0.0,78.43137254901961
85.0,0,0,5.0,5800.0,1,2,2,1,1,"Bán nhà hẻm xe hơi Phạm Hồng Thái P. 7 Tp. VT 85m2(5x17m) full tc giá 5,8 tỷ TL",6.0,68.23529411764706
69.0,0,0,0.0,3100.0,0,2,2,2,0,"Phân tích giá, csbh từng căn hộ Ori, Bs, Gh, Be, Opus| quỹ hàng nội bộ 1PN 2TỶ4; 2PN 2TỶ6; 3PN 3TỶ8",0.0,44.927536231884055
106.8,0,0,5.0,9700.0,1,2,3,3,1,"Bán nhà đường 12, Phước Bình diện tích 106,8m2 ngang 5m KDC sầm uất giá tốt nhất thị trường!",12.0,90.82397003745318
46.0,0,0,10.0,8500.0,2,2,5,4,4,Khu phân lô vip Lạc Long Quân sát đầm sen 4 tầng mới xây đẹp lung linh chỉ 8 tỷ đồng hơn,10.0,184.7826086956522
102.0,0,0,0.0,9000.0,1,2,2,2,0,"Căn đẹp! Sky Duplex 02 phòng ngủ - 102m2 tòa Berdaz, View Nội khu. Giá 9,0 tỷ. LH: 0931 356 ***",0.0,88.23529411764706
56.0,0,0,5.0,9200.0,2,2,4,4,5,"Chính chủ gửi bán nhà 5 tầng - Đường số 6 - Bình Trưng Tây - Full nội thất - Giá bán 9,2 tỷ TL",6.0,164.28571428571428
130.0,0,0,5.0,14.0,0,2,0,0,0,"Đất nền 130m2 tại Nghi Phong, Vinh, Nghệ An giá siêu hời 14 triệu/m2",0.0,0.1076923076923077
100.0,0,0,0.0,13.5,0,2,0,0,0,"Đất nền Biển Quất Lâm giá 13,5tr/m2 - diện tích 100m2 full cư (tổng giá 1tỷ350 bao phí sang tên)",6.0,0.135
60.0,0,0,6.0,4950.0,0,2,4,3,3,"Nhà Siêu Đẹp - Xe Hơi Đỗ Cửa - 60m2 - 4PN - Phú Định - Phường 16- Quận 8 - Giá ChỈ 4,95 tỷ",0.0,82.5
67.7,0,0,0.0,3950.0,0,2,2,2,0,Bán CH Opal Garden chỉ 3tỷ95 2PN 2VS có sổ hồng chính chủ bao thuế phí view siêu đẹp nhà mới cáo,0.0,58.34564254062038
71.0,0,0,0.0,3850.0,2,2,2,2,0,"Cần bán căn góc 71m2 Block MP678 Mizuki Park có ban công giá 3,850 tỷ full nội thất, LH: 0933 868 ***",0.0,54.225352112676056
95.0,0,0,0.0,3300.0,1,1,2,2,0,"Bán gấp trong tuần cc Petroland q7, 95 m giá 3,3 tỷ, 100 m giá 3,45 tỷ. Không thương lượng, kê giá.",0.0,34.73684210526316
116.0,0,0,0.0,6600.0,2,2,3,2,0,"Bán CC 3PN, 2WC, 116m2 tại Văn Phú Victoria, Hà Đông, 6,6 tỷ",0.0,56.89655172413793
60.0,0,0,4.0,2900.0,0,2,0,0,0,"Bán Đất tại Nguyễn Duy Trinh, 2,9 tỷ, 60m2, giá ưu đãi",6.0,48.333333333333336
80.6,0,0,5.0,4650.0,0,2,0,0,0,"Bán gấp lô đất đẹp giá rẻ hẽm 545 đối diện Vinhomes, gần vd3 - tp Thủ Đức",10.0,57.69230769230769
108.7,0,5,4.0,40.0,0,2,0,0,0,"Bán đất TĐC tại chỗ - Ngay KĐT Bắc Vĩnh Hải, sát điện biên phủ - giá chỉ 40tr/m2",5.0,0.36798528058877644
87.5,0,0,5.0,6290.0,1,2,4,4,4,"Bán Nhà phố liền kề La Vida Vũng Tàu 5x17.5m. Giá chỉ 6,290 Tỷ. Dự án hiện đại nhất Vũng Tàu có sổ",11.0,71.88571428571429
72.0,0,0,4.0,6990.0,2,2,4,3,3,"Bán gấp nhà 1trệt 2 lầu 1 tum KDC D2D, P Thống Nhất, TP Biên Hoà",8.0,97.08333333333333
111.0,0,0,5.0,1400.0,0,2,0,0,0,"Bán đất KDC Tân Hiệp, Long Thành - 111m2 (5x22) chỉ 1,4tỷ - gần sân bay Long Thành và KCN Tân Hiệp",5.0,12.612612612612613
82.5,0,0,5.0,780.0,0,1,0,0,0,"Bán đất khu dân cư Trường Thành Nghĩa An chính chủ, hướng Đông 82.5m2 (5x16.5) SHR giá 780 triệu",12.0,9.454545454545455
212.0,0,0,5.0,270.0,0,1,0,0,0,"Bán đất ở xã An Tịnh, Trảng Bàng, Tây Ninh, 270 triệu, 5x42m. 212 m2 giá tốt",0.0,1.2735849056603774
110.0,0,0,0.0,2300.0,0,2,0,0,0,"Bán đất chính chủ MT thị trấn Trảng Bom, Đồng Nai. SHR. 110m2 xây tự do. Giá 2.3 tỷ",0.0,20.90909090909091
211.0,0,0,10.0,1650.0,0,2,0,0,0,"Bán đất đẹp tại Lộc Châu, Bảo Lộc, Lâm Đồng, 1,65 tỷ, 211m2",5.0,7.819905213270142
80.0,0,0,8.0,950.0,0,2,0,0,0,"Bán đất đẹp tại Nguyễn Văn Khạ, Phú Hòa Đông, Củ Chi, Hồ Chí Minh, 950 triệu, 80m2, công chứng ngay",10.0,11.875
83.0,0,0,0.0,4500.0,1,1,3,2,0,Bán căn hộ Sai Gòn Mia - 3PN 2WC - 83m2 - Căn góc - Nội thất cơ bản - 4.5 tỷ,0.0,54.21686746987952
95.0,0,0,0.0,4900.0,1,2,3,2,0,"Bán căn hộ chung cư 3PN, 2WC, 95m2 tại Mizuki Park, Bình Hưng, Bình Chánh, HCM, 4,9 tỷ",0.0,51.578947368421055
85.0,0,0,0.0,1350.0,0,2,0,0,0,"Xã BÌNH MỸ, đường nhựa tại Võ văn Bích, 85m2 sổ sẵn, giá thật chỉ 1 tỷ 350 triệu, sang tên liền",0.0,15.882352941176471
86.0,0,0,4.0,3500.0,0,0,3,2,2,Nhà phố KDC Lê Phong Tân Bình phường Tân Bình Tp Dĩ An,12.0,40.69767441860465
60.0,0,0,0.0,4570.0,1,1,2,1,0,"Rẻ nhất RiverGate, chủ bán căn 2PN 1WC view sông Saigon Q1 cực đẹp rẻ nhất tòa 4,57tỷ LH 0931 785 ***",0.0,76.16666666666667
70.0,7,7,0.0,1900.0,2,1,2,1,0,"Bán CH 2PN 70m2 tại Phạm Đức Sơn, Q8, HCM giá siêu hot 1,9 tỷ",0.0,27.142857142857142
64.0,3,3,0.0,4300.0,1,1,2,2,0,BÁN NHANH CĂN 2N2VS LAKESIDE TẦNG TRUNG GIÁ TỐT NHẤT THỊ TRƯỜNG CHIẾT KHẤU CAO+ QUÀ,0.0,67.1875
66.0,0,0,0.0,7100.0,0,1,2,3,3,HXH vào nhà - đẹp ở ngay - 66m2 - 3tầng - ngang gần 5m - nở hậu - Lê Đức Thọ P15 GV - chỉ 7tỷ1 TL,0.0,107.57575757575758
137.0,0,0,5.0,1050.0,0,2,0,0,0,"Ngân hàng Sài Gòn Bank thanh lý gấp lô đất nền sát KCN Giang Điền,137m2 full TC,1ty05",6.0,7.664233576642336
182.8,0,0,0.0,10700.0,0,2,0,0,0,"Góc siêu vip tại Hoà Xuân view đẹp không chê B1.90 lô 4x đường Bùi Thiện ngộ+Mạc Đăng Doanh, 182.8m",0.0,58.53391684901531
