Title,price_converted,price_per_m2,area,bedrooms,property_type,district,property_cat,district_cat
BÁN NHÀ THANH LÂN – NHÀ ĐẸP 5 TẦN5 – NGÕ NÔNG - FUL NỘI THẤT,13900.0,278.0,50.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
MỸ ĐÌNH_DÂN XÂY_39M 4T_50M Ô TÔ_2 THOÁNG_ GẦN ĐH THƯƠNG MẠI,13900.0,278.0,50.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"Cần bán căn góc 2PN+1,2WC 70m2 giá 3.2 tỷ tại Vinhomes Ocean Park",13900.0,278.0,50.0,2.0,Chung cư,Huyện Gia Lâm,0,2
"🔥🔥GẤP!! KHÔNG THỂ RẺ HƠN S402 98m 3n2vs, full đồ, tầng trung, sẵn sổ",13900.0,278.0,50.0,3.0,Chung cư,Quận Nam Từ Liêm,0,24
"NHÀ BÁN PHỐ ĐỊNH CÔNG 20M/4T/3 NGỦ /GIÁ 2,8 TỶ KHÔNG QUY HOẠCH",13900.0,278.0,50.0,2.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
BÁN NHÀ HOÀ BÌNH 3 – NAHF ĐẸP 4 TẦNG - TRƯỚC NHÀ 3M – 50M RA PHỐ,13900.0,278.0,50.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
Bán căn 2PN diện tích 68m2 giá 3.1 tỷ tại Vinhomes Ocean Park,13900.0,278.0,50.0,2.0,Chung cư,Huyện Gia Lâm,0,2
Bán nhà Phân Lô Khu Tập Thể Pin Phan Trọng Tuệ Thanh Trì,13900.0,278.0,50.0,4.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Trì,67,10
🏡 BÁN NHÀ SIÊU ĐẸP - NGÕ THỤY KHUÊ - GẦN HỒ TÂY - DIỆN TÍCH 35M,13900.0,278.0,50.0,5.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
"CHÍNH CHỦ BÁN NHÀ TRUNG PHỤNG, NHÀ ĐẸP , NGÕ XE 3 GÁC , 35M, 7,9 TỶ",13900.0,278.0,50.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"MẶT PHỐ HOÀNG VĂN THÁI, THANH XUÂN - 38M - 6 TẦNG - Nhỉnh 15 Tỷ",13900.0,278.0,50.0,5.0,"Nhà mặt phố, mặt tiền",Quận Thanh Xuân,67,25
"BÁN CHUNG CƯ C3 NGỌC LÂM, NGUYỄN VĂN CỪ, Ở NGAY, OTO ĐỖ CỬA, FULL ĐỒ",13900.0,278.0,50.0,2.0,Hướng Bắc,Quận Long Biên,3,23
TẬP THỂ MẶT PHỐ CỔ THI SÁCH 80m2 SỔ ĐỎ NHÀ ĐẸP 2 NGỦ VIEW MẶT PHỐ Ô TO,13900.0,278.0,50.0,2.0,"Tập thể, cư xá",Quận Hai Bà Trưng,72,19
"[SIÊU HIẾM] PHÂN LÔ PHỐ TÂY SƠN, ĐỐNG ĐA - NGÕ TO NHƯ PHỐ - 52M CHỈ NH",13900.0,278.0,50.0,5.0,"Nhà mặt phố, mặt tiền",Quận Đống Đa,67,27
"View Hai Con Rồng Hồ Tây – giá ""con ong"" 🐝 Chủ ôm Coin, cần bán gấp!",8200.0,205.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
"Nhà lô góc Phú lương 33m-5T full đồ để lại nội thất, ôto cách 10m",8200.0,205.0,40.0,3.0,Hướng Nam,Quận Hà Đông,4,22
"Chính chủ bán nhà Đình Thôn 40m2 5T xây mới ngõ rộng Giá 5,5tỷ",8200.0,205.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
Bán nhà Mỹ Đình 36m2 5 Tầng 80m đường Ô tô tránh Giá chỉ 5.95tỷ,8200.0,205.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
Bán nhà Đức Diễn Bắc Từ Liêm 40m2 5T 50m đường Ô tô. Giá nhỉnh 6tỷ,8200.0,205.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"Mặt phố Trần Phú HĐ 58m2, 5T , vỉa hè 5m giá chỉ 16 tỷ",8200.0,205.0,40.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hà Đông,67,22
"Bán căn hộ Ecohome Phúc Lợi - Long Biên - 78m² 3PN 2WC giá 3,9ty",8200.0,205.0,40.0,3.0,Hướng Đông Nam,Quận Long Biên,10,23
CHỈ 2 TỶ600TR NHẬN NGAY CĂN 2PN1VS DT 60M FULL NỘI THẤT MỚI VÀ ĐẸP OCP,8200.0,205.0,40.0,2.0,Chung cư,Huyện Gia Lâm,0,2
"Cần bán chung cư Ruby City 3 Phúc Lợi, Long Biên,70m², 3PN giá 3.25tỷ",8200.0,205.0,40.0,3.0,Chung cư,Quận Long Biên,0,23
"Trung tâm Q.Long Biên tầm 4 tỷ hơn, nhà 3 tầng, 3 p.ngủ, gần ô tô",8200.0,205.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Bán đất tặng 2 căn nhà trên đất - gần ô tô - Ngọc Lâm Long Biên,8200.0,205.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Bán nhà Mễ Trì 30m2 6 tầng thang máy cách ô tô 10m giá nhỉnh 6 tỷ,8200.0,205.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"chính chủ bán nhà 2 tầng thắng lợi dt 100 m mt =hậu 7,41m",8200.0,205.0,40.0,4.0,"Nhà mặt phố, mặt tiền",Huyện Thường Tín,67,11
"Hàng Kín! VIP Thanh Xuân, 70m, 10m MT, 3 mặt ô tô tránh, KD đỉnh",8200.0,205.0,40.0,5.0,"Nhà mặt phố, mặt tiền",Quận Thanh Xuân,67,25
"Chính chủ bán nhà Duy Tân, phân lô 3 gác tránh, 2 thoáng, KD, 32m2*5T",8200.0,205.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Giá cực chất. Bán nhà gần trung tâm quận hoàng Mai,30m2x4 tầng,sdcc",8200.0,205.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"BÁN NHÀ THẠCH BÀN CỔ LINH 38M 5 TẦNG GIÁ 5,5 TỶ",8200.0,205.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
NHÀ MỚI - LÔ GÓC- GẦN Ô TÔ- SỔ VUÔNG VẮN - Ở LUÔN,4750.0,158.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
🔥 SIÊU PHẨM QUẬN LONG BIÊN-DÂN XÂY ĐỘC LẬP_KHÁCH CHỈ XÁCH VALI VỀ Ở.,4750.0,158.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
BÁN NHÀ THỤY KHUÊ- NHÀ MỚI - KINH DOANH-VÀI BƯỚC RA HỒ TÂY LỘNG GIÓ,4750.0,158.0,30.0,5.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
CỰC NGON - TIỆN ÍCH NHIỀU - TT HAI BÀ TRƯNG - SÁT TRƯỜN G ĐẠI HỌC KIN,4750.0,158.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
DÂN XÂY NGÔ QUYỀN TT HÀ ĐÔNG ÔTÔ ĐỖ CỬA- NGÕ THÔNG,4750.0,158.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
nhà mới xây 34m2 hơn 5 đồng Ngũ Nhạc,4750.0,158.0,30.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hoàng Mai,67,21
+ TRUNG TÂM ĐỐNG ĐA NGÃ TƯ SỞ - 3 TẦNG - 2 NGỦ - ÔTÔ CÁCH NHÀ 15M - SỔ,4750.0,158.0,30.0,2.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
NHÀ ĐẸP DÂN XÂY ĐƯỜNG NGUYỄN XIỄN,4750.0,158.0,30.0,2.0,Hướng Đông Nam,Quận Thanh Xuân,10,25
"Giá cực tốt, Bán gấp nhà 44m2, Sổ Vuông vắn Đẹp.",4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Huyện Quốc Oai,68,7
"Bán Gấp Nhà 34m2 xây 4T, 4P ngủ 10m ra đường ô tô chạy 300m ra QL6.",4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
37m2 nhà mới xây Thanh Đàm 5.4 ty,4750.0,158.0,30.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hoàng Mai,67,21
Nhà Đại Mỗ- 45m- ô tô -dân xây- ô chờ thang máy-9.x tỷ- kinh doanh nhỏ,4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"Bán nhà Văn Chương 45m 6 tầng Thang Máy Full Nội Thất Giá 9,5 tỷ",4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Bán nhà Xuân La 39m 6 tầng Thang Máy Full nội thất Giá 8,8 tỷ",4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
HIẾM *** 1 CĂN NHÀ KHÂM THIÊN 35m×6 TẦNG- NGÕ THÔNG,4750.0,158.0,30.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Lô góc, 2 thoáng phố Thi Sách nhà đẹp ở ngay 70m2T4 giá 4.85 tỷ",4750.0,158.0,30.0,3.0,"Tập thể, cư xá",Quận Hai Bà Trưng,72,19
🏡 Nhà Đẹp Ở Ngay Cổ Nhuế - Sổ Đỏ Hoa Hậu - Gần Đường Lớn🏡,4750.0,158.0,30.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
BÁN NHÀ 50M2 TRẦN THÁI TÔNG – DỊCH VỌNG – CẦU GIẤY - GIÁ CẢ SIÊU HỜI,4750.0,158.0,30.0,2.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Bán gấp! Ngọc Khánh, ngõ nông, gần phố, gần ô tô, ở ngay!",7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"Rộng thoáng- Sân riêng 45m2, 4 tầng. Gần nhà văn hóa - Có chỗ để ô tô",7600.0,217.0,35.0,4.0,"Nhà ngõ, hẻm",Huyện Quốc Oai,68,7
"NHÀ 50M2 GẦN CHỢ, 300M RA TRỤC LIÊN XÃ- CÓ SÂN RIÊNG 15P TT HÀ ĐÔNG",7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Huyện Quốc Oai,68,7
Siêu Hiếm -5 tầng gần trục chính Hoa Thám Ô tô đỗ gần- Sau Geleximco D,7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Huyện Hoài Đức,68,3
"GẤP: BÁN NHÀ TRẦN KHÁT CHÂN, DT35M; 4,999 TỶ, NGÕ THÔNG, GẦN Ô TÔ",7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
TÔI CẦN BÁN NHÀ phố NGỌC HÀ - ĐỘI CẤN 39m2 5T 50m ra phố sổ chính chủ,7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
bán nhà Mặt Phố KHÚC THỪA DỤ-TRẦN THÁI TÔNG KDOANH 44m2 5T GIÁ 27T,7600.0,217.0,35.0,4.0,"Nhà mặt phố, mặt tiền",Quận Cầu Giấy,67,18
Bán căn tập thể Cầu Giấy. Giá 3 tỷ,7600.0,217.0,35.0,2.0,"Tập thể, cư xá",Quận Cầu Giấy,72,18
"BÁN NHÀ PHÚ LÃM -HÀ ĐÔNG NGÕ NÔNG GIÁ 4,3 tỷ",7600.0,217.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
BÁN NHÀ PHỐ NGUYỄN CHÍNH - NGÕ RỘNG ĐẸP - Ô TÔ VÀO,7600.0,217.0,35.0,2.0,Hướng Nam,Quận Hoàng Mai,4,21
TÔI CHÍNH CHỦ CẦN BÁN CĂN NHÀ 3T PHỐ NGUYỄN CAO -HAI BÀ TRƯNG,7600.0,217.0,35.0,3.0,"Nhà mặt phố, mặt tiền",Quận Hai Bà Trưng,67,19
"Bán căn 3PN nguyên bản CĐT giá 5,1xx tỷ bao phí tầng trung view thoáng",7600.0,217.0,35.0,3.0,Hướng Tây Bắc,Huyện Gia Lâm,6,2
"Bán nhà 1 tầng 171m² 2,2 tỷ Xuân Phương",7600.0,217.0,35.0,3.0,Hướng Đông Nam,Quận Nam Từ Liêm,10,24
TT quân đội Kẻ Giàn Xuân Đỉnh Bắc Từ Liêm 2 mặt thoáng 65mx2N 2 Tỷ 3.,7600.0,217.0,35.0,2.0,"Tập thể, cư xá",Quận Bắc Từ Liêm,72,17
Bán Gấp Nhà Cổ Điển A Tứ Hiệp Thanh Trì 35m x 5 Tầng Giá 4.9 tỷ.,7600.0,217.0,35.0,4.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
"Bán nhà 4 tầng 38,2 m2 Phú Lãm Hà Đông",7600.0,217.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
BÁN NHÀ PHỐ KIM ĐỒNG TÂN MAI HOÀNG MAI VỈA HÈ Ô TÔ TRÁNH KD 5T 10.95TY,10950.0,304.0,36.0,3.0,Hướng Tây,Quận Hoàng Mai,5,21
BÁN NHÀ MẶT PHỐ GIÁP BÁT GIẢI PHÓNG HOÀNG MAI 5T THANG MÁY 55M 16.8TY,10950.0,304.0,36.0,5.0,Hướng Tây Nam,Quận Hoàng Mai,7,21
BÁN NHÀ KIM ĐỒNG GIÁP BÁT HOÀNG MAI LÔ GÓC VIEW HỒ Ô TÔ KD 42M 11 TỶ,10950.0,304.0,36.0,4.0,Hướng Đông,Quận Hoàng Mai,8,21
"CHUNG CƯ AN LẠC PHÙNG KHOANG, 75M, GIÁ 3,95 TỶ",10950.0,304.0,36.0,2.0,Chung cư,Quận Nam Từ Liêm,0,24
"BÁN TẬP THỂ ĐỒNG XA, MAI DỊCH. SỔ 31M/60M, 2N, 1VS, NHÀ ĐẸP. 2 tỷ 96",10950.0,304.0,36.0,2.0,"Tập thể, cư xá",Quận Cầu Giấy,72,18
"HÀNG HIẾM PHÚ DIỄN,ÔTÔ ĐỖ CỬA,CHỈ 6.15 TỶ. DT 36m²x 5 tầng,MT 4.1m",10950.0,304.0,36.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"BÁN NHÀ HỒ TÙNG MẬU – GẦN GA TÀU ĐIỆN, 53M², 5 TẦNG, GIÁ 7.1 TỶ",10950.0,304.0,36.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
Bán nhà Dương Văn Bé 30m2,10950.0,304.0,36.0,2.0,Hướng Tây,Quận Hai Bà Trưng,5,19
"NHÀ ĐẸP GẦN PHỐ, Hồ Tùng Mậu, Bắc Từ Liêm DT 45m², MT 6.8m.Giá 7.6 tỷ",10950.0,304.0,36.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"Gấp, vương thừa vũ, lô góc, ô tô, KD, dân xây, 52m2, 5T, 12.9 tỷ",10950.0,304.0,36.0,5.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"nhà đẹp cạnh cầu vượt an khánh 42m2 4 tầng ô tô vào nhà giá 5,2x tỷ",10950.0,304.0,36.0,4.0,"Nhà ngõ, hẻm",Huyện Hoài Đức,68,3
"NHÀ PHỐ NGỌC LÂM, LONG BIÊN, 17M x 5 TẦNG, GIÁ CHỈ CÓ 3 TỶ",10950.0,304.0,36.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Bán nhà Định Công Hạ, Hoàng Mai 34m* 4tầng gần ô tô đỗ, gần phố",10950.0,304.0,36.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán nhà - Xã Tiên Dược Sóc Sơn)- ô tô vào đất - 64 m2- 2,4 tỷ",2400.0,38.0,64.0,2.0,"Nhà ngõ, hẻm",Huyện Sóc Sơn,68,8
"Bán nhanh chung cư Bình Vượng 200 Quang Trung 117m2, 3 ngủ, 2 VS",2400.0,38.0,64.0,3.0,Chung cư,Quận Hà Đông,0,22
"Cực gấp! Ngõ 79 Cầu Giấy, ô tô đỗ cổng, full nội thất, ở luôn, 39,5m2.",2400.0,38.0,64.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
Tôi chính chủ bán nhà ngõ rộng 4m lô góc 5 tầng gần ô tô,2400.0,38.0,64.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
chính chủ tôi bán nhà 48m2 /4 tầng khương đình thanh xuân,2400.0,38.0,64.0,3.0,Hướng Tây Nam,Quận Thanh Xuân,7,25
"Bán nhanh chung cư Bình Vượng 200 Quang Trung 146m2, 3 ngủ, 2 VS",2400.0,38.0,64.0,3.0,Chung cư,Quận Hà Đông,0,22
"Nhà Khương Đình 10m ra ô tô đỗ, ngõ ba gác phi, nhà mới đẹp, 50m2*5T",2400.0,38.0,64.0,4.0,Nhà biệt thự,Quận Thanh Xuân,66,25
"HOA HẬU LIÊN NINH-THANH TRÌ 70M x 4TẦNG, OTO ĐỖ CỔNG, HƠN 5 TỶ",2400.0,38.0,64.0,4.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
"Tôi bán nhanh chung cư VOV Mễ Trì, 87m2, 3 ngủ, 2 vệ sinh, giá tốt",2400.0,38.0,64.0,3.0,Chung cư,Quận Nam Từ Liêm,0,24
"Chỉ 2,2Tỷ sở hữu căn nhà đẹp xây mới 69m2 đường 7m tại Bắc Sơn Sóc Sơn",2400.0,38.0,64.0,3.0,"Nhà mặt phố, mặt tiền",Huyện Sóc Sơn,67,8
"Chỉ 5ty85 Tại phố Triều khúc -DT35m2 x 4T, MT4m, Ô tô gần nhà",2400.0,38.0,64.0,3.0,Hướng Tây Nam,Quận Thanh Xuân,7,25
"Bán chung cư Dream Town, Coma 6 Tây Mỗ 95m2, 3 ngủ, 2 vs",2400.0,38.0,64.0,3.0,Chung cư,Quận Nam Từ Liêm,0,24
"Gara ô tô- 15 Tỷ hơn- Phố Nguyễn Khánh Toàn_ Cầu Giấy- Dt 55m2, 5 Tầng",2400.0,38.0,64.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"SIÊU PHẨM DÂN XÂYTHÀNH THÁI-1 NHÀ RA PHỐ-50M2*4TẦNG,MT 7.1M GIÁ 8.9 TỶ",2400.0,38.0,64.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"35 m 7 tầng thanh máy , lô góc , 7 chỗ vào nhà , kd",13900.0,397.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
CHỦ BÁN CĂN GÓC CC BỘ QUỐC PHÒNG 789 MỸ ĐÌNH 86M² – 3PN – CÓ SLOT ÔTÔ,13900.0,397.0,35.0,3.0,Chung cư,Quận Nam Từ Liêm,0,24
Nhà phố Thanh Nhàn,13900.0,397.0,35.0,2.0,Hướng Đông Nam,Quận Hai Bà Trưng,10,19
"BÁN NHÀ “ĐẸP NHƯ TRANH” TẠI ĐỐNG ĐA, 44.5m2 - 8 Tỷ",13900.0,397.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Rẻ quá trời ơi! Bán nhà cổ nhuế, ngõ thông rộng oto chạy qua 38,2m",13900.0,397.0,35.0,2.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
BÁN NHÀ TRỤC KINH DOANH ĐA LỘC KIM CHUNG ĐÔNG ANH,13900.0,397.0,35.0,4.0,"Nhà mặt phố, mặt tiền",Huyện Đông Anh,67,14
"Đống Đa - Ngã tư Láng, Nguyễn Chí Thanh - Ngõ thông - 35m - 5T -7,5 tỉ",13900.0,397.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"NHÀ ĐẸP 4TẦNG -GIÁ TỐT: SỞ HỮU nội thất xịn, ngõ ôtô, Vạn Phúc, 4.3tỷ.",13900.0,397.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"LƯƠNG KHÁNH THIỆN, HOÀNG MAI,5 TẦNG. 5M RA OTO TRÁNH.5,5 TỶ.",13900.0,397.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
BÁN GẤP CC ĐẠI KIM 86M 3PN 2VS ĐỂ CHUYỂN CÔNG TÁC,13900.0,397.0,35.0,3.0,Chung cư,Quận Hoàng Mai,0,21
CC THẤP TẦNG - NHỈNH 2 TỶ - 2 NGỦ - NHÀ ĐẸP Ở NGAY,13900.0,397.0,35.0,2.0,Chung cư,Quận Thanh Xuân,0,25
"Nhỉnh 10 tỷ có nhà Nguyễn văn cừ , 5 tầng , oto ngủ trong nhà",13900.0,397.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"ĐÀM QUANG TRUNG 6 tỷ NGÕ THÔNG,Ô TÔ CỬA,GẦN PHỐ LONG BIÊN HÀ NỘI",13900.0,397.0,35.0,4.0,"Nhà mặt phố, mặt tiền",Quận Long Biên,67,23
"NHÀ ĐẸP 34M2 -NGÕ NÔNG- ÔTÔ GẦN CỬA- ĐƯỜNG 19/5, 4.95TỶ.",13900.0,397.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"BỒ ĐỀ 6 TỶ 45m NHÀ 4TẦNG,Ô TÔ NGÕ THÔNG,TRUNG TÂM LONG BIÊN HÀ NỘI",13900.0,397.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Phố Định Công Thượng 35m2*5T, Lô Góc, Ô tô đỗ cửa, Kinh Doanh, Gần phố",6100.0,174.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán nhà Khương Đình 55m2*4T, Ngõ nông, Gần phố, Giá chỉ 8,8 tỷ",6100.0,174.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"NHÀ MỚI PHỐ KHUYẾN LƯƠNG: 30M/ 5 TẦNG/ GIÁ 5,4 TỶ. Ô TÔ ĐỖ CỔNG",6100.0,174.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"🚀🚀BÁN CĂN CC ĐỒNG TÀU - THỊNH LIỆT: 68m/ 2 NGỦ/ 2 VS/ GIÁ 3,75 TỶ.",6100.0,174.0,35.0,2.0,Chung cư,Quận Hoàng Mai,0,21
Bán căn tt Phương Mai,6100.0,174.0,35.0,3.0,Hướng Bắc,Quận Đống Đa,3,27
"🚗🚗BÁN CĂN CHUNG CƯ N1 ĐỒNG TÀU: 54M/ 2 NGỦ/ 3,68 TỶ- FULL NỘI THẤT.",6100.0,174.0,35.0,2.0,Chung cư,Quận Hoàng Mai,0,21
"💯💯VĨNH HƯNG- Ô TÔ ĐỖ CỬA- NHÀ ĐẸP Ở LUÔN: 38M/ 2 TẦNG/ 2 NGỦ/ 2,95 TỶ",6100.0,174.0,35.0,2.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"🏨🏨BÁN CĂN HỘ CHUNG CƯ MẶT PHỐ LĨNH NAM: 78M/ 3 NGỦ/ GIÁ 4,38 TỶ",6100.0,174.0,35.0,3.0,Chung cư,Quận Hoàng Mai,0,21
Bán nhà phố Trương định ngõ cực nông ngõ thông tứ tung 32m2 x 5 tầng g,6100.0,174.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Nhà Mậu Lương ngõ thông, gần phố, full nội thất, 36m 6 tầng giá 5.8tỷ",6100.0,174.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"Bán nhà Ỷ La mới đẹp, ở luôn, 2 thoáng gần oto, 36,8m 4 tầng giá 5.2tỷ",6100.0,174.0,35.0,5.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"Chính chủ bán nhà xây mới tại Ngọc Hoà, Chương Mỹ, Hà Nội sát QL 6",6100.0,174.0,35.0,3.0,"Nhà ngõ, hẻm",Huyện Chương Mỹ,68,1
Mỹ Đình - 3 bước ra Lê Đức Thọ - Oto vào nhà - Kinh Doanh - 12.7 tỷ,6100.0,174.0,35.0,3.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
"Nhà riêng Khương Trung ô tô đỗ cửa, 1 phút ra phố, 2 thoáng 45m2*4T",6100.0,174.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"BÁN NHÀ PHÂN LÔ, GARA OTO TẠI LÁNG THƯỢNG. CÁCH PHỐ 30M CHỈ 13,9 TỶ.",13900.0,302.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Nhà dân gửi bán nhà 40m-4T -4Pn về ở ngay, PHú Lương,gần trường TH",13900.0,302.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"Nhà TT phường Phú Lương,gần UB pHường,trường học,32m-5T về ở ngay",13900.0,302.0,46.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"Bán gấp CH Vinhomes Smart City, 3,8 tỷ, 54m2, 2PN, 1WC, pháp lý đầy đủ",13900.0,302.0,46.0,2.0,Hướng Đông Nam,Quận Nam Từ Liêm,10,24
CỰC PHẨM CĂN 3N2VS GIÁ CHỈ 3.75 TỶ TẶNG ĐỒ VIEW THOÁNG TẠI VHOP,13900.0,302.0,46.0,3.0,Chung cư,Huyện Gia Lâm,0,2
NHA HIM LAM 60m.Xây 7 TẦNG THANG MÁY LÔ GÓC KINH DOANH .FULL NỘI THẤT,13900.0,302.0,46.0,4.0,"Nhà mặt phố, mặt tiền",Quận Long Biên,67,23
BÁN NHÀ MẶT PHỐ - KHU ĐẤU GIÁ MẬU LƯƠNG - HÀ ĐÔNG,13900.0,302.0,46.0,2.0,"Nhà mặt phố, mặt tiền",Quận Hà Đông,67,22
BÁN NHÀ NGỌC HỒI- HOÀNG LIỆT- NHÀ MỚI- OTO ĐỖ CỬA-5 PHÚT RA LINH ĐÀM,13900.0,302.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán nhà ĐỐNG ĐA, 43/48m2, 5T, 2 thoáng, ô tô, full nội thất, nhà đẹp,",13900.0,302.0,46.0,5.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
CHỦ CẦN BÁN NHÀ TẠI PHỐ HẠ ĐÌNH - THANH XUÂN - KINH DOANH NHỎ,13900.0,302.0,46.0,3.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
CĂN HỘ 68M2 CHUNG CƯ BÁO NHÂN DÂN VĂN PHÒNG TRUNG ƯƠNG ĐẢNG,13900.0,302.0,46.0,2.0,Hướng Tây Nam,Quận Nam Từ Liêm,7,24
ĐỘI.CẤN Ô TÔ ĐỖ CỔNG Ô CHỜ THANG MÁY,13900.0,302.0,46.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
Bán nhà Nguyễn Văn Cừ - Gara ô tô - Ngõ Thông - Gần cầu - Hơn 7 tỷ!,7800.0,236.0,33.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Cực Gấp! Bán nhà Ngọc Thụy - 44m x 5 tầng - Ô tô - Lô Góc - Hơn 6 tỷ,7800.0,236.0,33.0,4.0,"Nhà mặt phố, mặt tiền",Quận Long Biên,67,23
