Title,price_converted,price_per_m2,area,bedrooms,property_type,district,property_cat,district_cat
Chính chủ bán căn nhà 32m2 tại Ngãi Cầu - An Khánh - Hoài Đức - HN,6200.0,200.0,31.0,4.0,Hướng Đông Nam,Huyện Hoài Đức,10,3
nhà 3 tầng đẹp long lanh 34m định công,6200.0,200.0,31.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Lô góc, 2 thoáng phố Thi Sách nhà đẹp ở ngay 70m2T4 giá 4.85 tỷ",4850.0,69.0,70.0,3.0,"Tập thể, cư xá",Quận Hai Bà Trưng,72,19
🏡 Nhà Đẹp Ở Ngay Cổ Nhuế - Sổ Đỏ Hoa Hậu - Gần Đường Lớn🏡,4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
BÁN NHÀ 50M2 TRẦN THÁI TÔNG – DỊCH VỌNG – CẦU GIẤY - GIÁ CẢ SIÊU HỜI,4850.0,69.0,70.0,2.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"BÁN NHÀ TT TẦNG 1 , 99M² NGÕ HÒA BÌNH 7 MẶT ĐƯỜNG KINH DOANH 6.35 TỶ",4850.0,69.0,70.0,3.0,Hướng Đông Nam,Quận Hai Bà Trưng,10,19
NHÀ TRẦN THÁI TÔNG – 30M² – 2 MẶT THOÁNG – TT CẦU GIẤY – GIÁ CẢ HỢP LÝ,4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
BÁN NHÀ ĐẸP CỔ NHUẾ – DIỆN TÍCH 40M2 5 TẦNG - OTO ĐỖ CỬA – NGÕ RỘNG,4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
SIÊU PHẨM CỔ NHUẾ - NHÀ ĐẸP 40M2 6 TẦNG – OTO ĐỖ TRÁNH- GIÁ TỐT,4850.0,69.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
💥Siêu phẩm Cổ Nhuế - Nhà đẹp ở ngay - Diện tích 40m2 - Giá cả tốt💥,4850.0,69.0,70.0,2.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
NHÀ MỚI 7 TẦNG THANG MÁY GARA Ô TÔ PHỐ VÕ THỊ SÁU HAI BÀ TRƯNG,4850.0,69.0,70.0,5.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
Nhà đẹp ở ngay phố Minh Khai 60m2 x4T Ba gác chánh ngõ nông thông tứ t,4850.0,69.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Rẻ nhất khu vực,siêu phẩm Tây Hồ, nhà mới ở ngay, full nội thất 30m*5T",4850.0,69.0,70.0,5.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
"BÁN CĂN HỘ NAM ĐÔ COMPLEX – 609 TRƯƠNG ĐỊNH, 103M², 3PN – GIÁ 7.25 TỶ",4850.0,69.0,70.0,3.0,Chung cư,Quận Hoàng Mai,0,21
BÁN NHÀ HOÀNG MAI - NGÕ THÔNG - 10m Ô TÔ - 25m 5 TẦNG SỔ RIÊNG.,4850.0,69.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"2.48 tỷ ngay Biên Giang Hà Đông,nhà 35m2, 4 tầng,ngay QL6 mở rộng",4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Hiếm ! Bán nhà phố Minh Khai hàng xóm Time gần ô tô 3 ngủ nhà mới đẹp,4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"Bán nhà Hoàng Mai ,thoáng trc sau, sát oto, ngõ 3gac, 42m*5T",4850.0,69.0,70.0,5.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán nhà Kim Giang 7,6 tỷ, 43m2*5T, Ngõ thông, Gần ô tô, 2 thoáng",4850.0,69.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Bán gấp nhà ở Phú Thượng Tây Hồ, full nội thất",4850.0,69.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
CHÍNH CHỦ BÁN CĂN NHÀ MẶT NGÕ PHỐ ĐỘI CẤN LÕI BA ĐÌNH 36M 6T 7.9 TỶ.,4850.0,69.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"NHÀ ĐẸP NGUYỄN KHÁNH TOÀN, 35M2, 3 NGỦ, VỊ TRÍ CỰ ĐẸP",3968.0,70.0,57.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
🏡 BÁN NHÀ DÂN XÂY 5 TẦNG 33m2 PHỐ MINH KHAI – GIÁ NHỈNH 6 TỶ,3968.0,70.0,57.0,3.0,Hướng Tây Bắc,Quận Hai Bà Trưng,6,19
HƠN 4 TỶ - CĂN HỘ CAO CẤP BERRIVER 390 NGUYỄN VĂN CỪ - FULL NỘI THẤT,3968.0,70.0,57.0,2.0,Chung cư,Quận Long Biên,0,23
"SIÊU PHẨM MỄ TRÌ THƯỢNG 45M x 5T – Ô TÔ – KD ĐỈNH, FULL NT 10.6 TỶ",3968.0,70.0,57.0,4.0,Hướng Đông Nam,Quận Nam Từ Liêm,10,24
Bán gấp nhà Cầu Giấy 40m2 – 5 Tầng - Mặt tiền - 4.5m – Giá chỉ 8 tỷ,3968.0,70.0,57.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
BÁN NHÀ HAI BÀ TRƯNG NGÕ BA GÁC GẦN PHỐ 40m NHÔ 6 TỶ SỔ ĐẸP.,3968.0,70.0,57.0,4.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
Chính chủ bán căn 1+ 43m2 S202-3103 full đồ rẻ nhất thị trường 3.10x t,3968.0,70.0,57.0,2.0,Hướng Đông Nam,Quận Nam Từ Liêm,10,24
"Hộ khẩu Hoàn Kiếm, giá rẻ giật mình, mua ngay kẻo lỡ",3968.0,70.0,57.0,3.0,Hướng Nam,Quận Hoàn Kiếm,4,20
HIẾM CÓ NHÀ GẦN PHỐ MẶT TIỀN RỘNG KIMH DOANH SẦM UẤT BA GÁC ĐỖ CỬA,3968.0,70.0,57.0,3.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
"Nhà UBND Đại Mỗ, 5 tầng thang máy, ba bước ôtô",3968.0,70.0,57.0,3.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
BÁN CĂN HỘ TẬP THỂ 2NGU-2.25TY-THANH XUÂN.,3968.0,70.0,57.0,2.0,"Tập thể, cư xá",Quận Thanh Xuân,72,25
MẶT PHỐ KIM ĐỒNG DT60m2 6Tầng VỈ VÈ RỘNG KINH DOANH SẦM UẤT GIÁ 2x Tỷ,3968.0,70.0,57.0,4.0,"Nhà mặt phố, mặt tiền",Quận Hoàng Mai,67,21
SIÊU PHẨM HOÀNG CẦU - NHÀ ĐẸP NHƯ CUNG ĐIỆN - NỘI THẤT CAO CẤP- NỞ HẬU,3968.0,70.0,57.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Căn Hộ Mặt Phố Thi Sách 70m², 2 ngủ, Oto đỗ chân cầu thang",3968.0,70.0,57.0,2.0,"Tập thể, cư xá",Quận Hai Bà Trưng,72,19
Căn Hộ 3 Ngủ ZenPark - Ocean Park Full Đồ Đep Giá Chỉ 4.9 Tỷ Bao Phí,4900.0,57.0,86.0,3.0,Hướng Đông Bắc,Huyện Gia Lâm,9,2
VĨNH HƯNG - DƯƠNG VĂN BÉ - 38M2 - 4 TẦNG - CHỈ 5.8 TỶ.,4900.0,57.0,86.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Nhà phố Khương Đình 60m2*4T, Ngõ thông thoáng, Kinh Doanh, Gần phố",4900.0,57.0,86.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
Nhà mới xây tại Chương Dương Độ-hộ khẩu Hoàn Kiếm,4900.0,57.0,86.0,3.0,"Nhà ngõ, hẻm",Quận Hoàn Kiếm,68,20
bán nhà tập thể nguyễn khánh toàn giá đầu tư 50m gias 3 tỉ,4900.0,57.0,86.0,2.0,"Tập thể, cư xá",Quận Cầu Giấy,72,18
Cần bán nhà,4900.0,57.0,86.0,2.0,Hướng Nam,Quận Hai Bà Trưng,4,19
"BÁN GẤP NHÀ ĐẸP VỊ TRÍ VÀNG,30m2,3 TẦNG,HÀ TRÌ HÀ ĐÔNG GIÁ HƠN 3 TỶ",4900.0,57.0,86.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Chính chủ bán 2PN tầng 9 tòa T3 Thăng Long capital,4900.0,57.0,86.0,2.0,Hướng Đông Bắc,Huyện Hoài Đức,9,3
Chuyển nhượng căn 2N2WC giá tốt 3 tỷ 100triệu. Tại Vinhomes Ocean Park,4900.0,57.0,86.0,2.0,Chung cư,Huyện Gia Lâm,0,2
Bán căn 2N+1/2WC giá cực tốt 3tỷ 260tr. Tại Vinhomes Ocean Park 2025,4900.0,57.0,86.0,2.0,Chung cư,Huyện Gia Lâm,0,2
Căn 3N2VS Full đồ cần bán giá 3 tỷ 780tr. Tại Vinhomes Ocean Park,4900.0,57.0,86.0,3.0,Chung cư,Huyện Gia Lâm,0,2
"CÒN ĐÚNG 1 CĂN 2PN+1,2VS GIÁ 3,3TỶ FULL NỘI THẤT CHO AC NÀO CẦN ĐẦU TƯ",4900.0,57.0,86.0,2.0,Chung cư,Huyện Gia Lâm,0,2
CẦN BÁN NHANH CĂN 3PN FULL ĐỒ ĐẢNG CẤP NHƯ KHÁCH SẠN 5 SAO GIÁ 3.75 TỶ,4900.0,57.0,86.0,3.0,Chung cư,Huyện Gia Lâm,0,2
"bán nhà xây mới 5,5 tầng SĐCC Thanh liệt đường Kim giang 6 tỷ",4900.0,57.0,86.0,3.0,Hướng Tây Bắc,Huyện Thanh Trì,6,10
Còn đúng môt căn 2pn1vs full nội thất giá 2.67 tỷ tại vin ocean park,4900.0,57.0,86.0,2.0,Chung cư,Huyện Gia Lâm,0,2
"BÁN NHÀ 4 tầng CẦU GIẤY 55m2 MT 7,7m SÁT PHỐ GIÁ NHỈNH 8 TỶ",4900.0,57.0,86.0,4.0,"Nhà ngõ, hẻm",Quận Cầu Giấy,68,18
nhà 3 tầng đẹp long lanh 34m định công,3100.0,91.0,34.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
Vị trí đắc địa nhà Nguyễn Đức Cảnh Hoàng Mai ngõ thông gần ôtô ở ngay,3100.0,91.0,34.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
QUANG TRUNG GẦN GA TÀU ĐIỆN -NGÕ THÔNG CÁCH Ô TÔ 15m 25m*3 T hơn 4tỷ,3100.0,91.0,34.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
BÁN NHÀ TẢ THANH OAI - DT 34M2 - GIÁ 6.18 TỶ - THANH TRÌ,3100.0,91.0,34.0,4.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
"Nhà Hiếm phố Thái Hà, Ngõ thông, Ô tô đậu cửa ,35m*5T, Giá 8 Tỷ",3100.0,91.0,34.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Bán Nhà Kim Mã!! 3 bước ra oto- 50m2-4 tầng- Dân Xây- 2 mặt ngõ, chỉ 1",3100.0,91.0,34.0,4.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"Bán Nhà Phố Mễ Trì Thượng 40m, ngõ nông gần ô tô tránh, phố kd sầm uất",3100.0,91.0,34.0,4.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
"BÁN NHÀ Y HÌNH PHỐ ĐỊNH CÔNG 37M, 4T, MT 4,5M, 8,6 TỶ - HOÀNG MAI.",3100.0,91.0,34.0,4.0,Hướng Đông Nam,Quận Hoàng Mai,10,21
"BÁN NHÀ ĐƯỜNG KIM GIANG, THANH TRÌ 41M² – 4.5 TẦNG – 4PN – Ở NGAY",3100.0,91.0,34.0,4.0,Hướng Tây Nam,Huyện Thanh Trì,7,10
"BÁN NHÀ PHỐ KIM GIANG, 41M, 6T, 12,7 TỶ, THANG MÁY, VỈA HÈ,THANH XUÂN.",3100.0,91.0,34.0,4.0,Hướng Tây Nam,Quận Thanh Xuân,7,25
"RẺ NHẤT quận BÁN NHÀ 32M, 5T, 6,68 TỶ, KHƯƠNG ĐÌNH, THANH XUÂN.",3100.0,91.0,34.0,4.0,Hướng Đông Nam,Quận Thanh Xuân,10,25
"BÁN NHÀ 33M, 5T, MT 4,5m, 8,1 TỶ, BÙI XƯƠNG TRẠCH, THANH XUÂN. LÔ GÓC",3100.0,91.0,34.0,4.0,Hướng Tây Nam,Quận Thanh Xuân,7,25
"BÁN NHÀ 59/63M, 5T, MT4, 10,1 TỶ, ĐỊNH CÔNG THƯỢNG, HOÀNG MAI.Y HÌNH -",3100.0,91.0,34.0,5.0,Hướng Đông Nam,Quận Hoàng Mai,10,21
"THANH XUÂN, PHỐ VIP 40M2 5 TẦNG HAI MẶT NGÕ THOÁNG ,Ô TÔ GIÁ 8.9 TỶ",8900.0,223.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"Siêu hiếm bán nhà lô góc Xuân Đỉnh, 2thoáng,ngõ rộng oto đỗ cửa34m*5T",8900.0,223.0,40.0,5.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"NHÀ ĐẸP-TRUNG TÂM ,HÀ ĐÔNG - QUANG TRUNG - 126M2 - GIÁ 17,29 TỶ",8900.0,223.0,40.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
NHÀ CẤP 4 PHỐ NGỌC TRỤC,8900.0,223.0,40.0,2.0,"Nhà ngõ, hẻm",Quận Nam Từ Liêm,68,24
Bán nhà MINH KHAI 51m2 dân xây- mặt tiền 5m- mặt ngõ thông- giá tốt,8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
HƠN 4TỶ 3PN - 2wc - NỘI THẤT XỊN SÒ,8900.0,223.0,40.0,3.0,Chung cư,Quận Hoàng Mai,0,21
"32m2. Nhà 2 tầng Ở LUÔN, Khương Trung, Thanh Xuân, chỉ 1.8 tỷ.",8900.0,223.0,40.0,2.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
NHÀ MỖ LAO 55M2 SỔ ĐỎ CHÍNH CHỦ - AN CƯ LÂU DÀI - LỘC TÀI THĂNG TIẾN.,8900.0,223.0,40.0,5.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Bán nhà chính chủ Ngõ 221 Phố Tôn Đức Thắng ô tô 4 chỗ vào nhà,8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Biệt thự lô góc KĐT Trung Văn, 163m2, 48 tỷ, 4 tầng",8900.0,223.0,40.0,5.0,Nhà biệt thự,Quận Bắc Từ Liêm,66,17
NHÀ KHƯƠNG TRUNG - 41M - 2 MẶT NGÕ - PHÂN LÔ - KHÔNG QUY HOẠCH,8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
Gần 50m nhà mặt ngõ Vĩnh Quỳnh cạnh Tứ Hiệp chỉ 4.15 tỷ Thanh Trì,8900.0,223.0,40.0,3.0,"Nhà mặt phố, mặt tiền",Huyện Thanh Trì,67,10
Bán nhà Liền kề trong KĐT gần Bảo hiểm xã hội Việt Nam,8900.0,223.0,40.0,5.0,Nhà biệt thự,Quận Cầu Giấy,66,18
"Nhà phố Hạ Đình - sát Nguyễn Trãi 33m x6 tầng chắc chắn 7,5 tỷ",8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
NGÔ THỊ NHẬM HÀ ĐÔNG -DÂN XÂY ÔTÔ ĐỖ SÁT NHÀ - NGÕ THÔNG - DÂN TRÍ CAO,8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"NAM DƯ - LĨNH NAM NHÀ MỚI LÔ GÓC HAI THOÁNG 30M * 5 TẦNG * GIÁ 5,6 TỶ",8900.0,223.0,40.0,3.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Víp Quan Nhân, ngõ trước mặt 2 ô tô tránh dt45m *4 T giá xx tỷ",8900.0,223.0,40.0,4.0,Nhà phố liền kề,Quận Thanh Xuân,69,25
Bán chung cư CT2B Nghĩa Đô 70m2 giá chỉ 6.95 tỷ,6950.0,99.0,70.0,2.0,Chung cư,Quận Bắc Từ Liêm,0,17
em chính chủ cần bán gấp căn 3pn2vs giá 3.75 tỷ full nội thất tại OCP,6950.0,99.0,70.0,3.0,Chung cư,Huyện Gia Lâm,0,2
"CHỦ NHÀ BÁN CĂN 2PN+1,2VS CẴN GÓC FULL NỘI THẤT GIÁ 3,250TỶ OCEAN PARK",6950.0,99.0,70.0,2.0,Chung cư,Huyện Gia Lâm,0,2
HÀNG HOT XUÂN LA - TÂY HỒ - PHÂN LÔ QUÂN ĐỘI - VỈA HÈ - Ô TÔ TRÁNH CH,6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Tây Hồ,68,26
Bán căn S303 55m2 Vinhomes Smart City full đồ gỗ xịn-giường tầng kute,6950.0,99.0,70.0,2.0,Hướng Đông Bắc,Quận Nam Từ Liêm,9,24
NHÀ ĐẸP Ở NGAY YÊN NGHĨA HÀ ĐÔNG Ô TÔ LÔ GÓC 40 M 4 TẦNG CHỈ 4.9 TỶ,6950.0,99.0,70.0,5.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Siêu hiếm Trương Định -Hai Bà Trưng 26m² 4tầng ngõ siêu rộng chỉ 3.6tỷ,6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
BÁN NHÀ 4Tx33m2 Tại Biên Giang 3 Bước ra Đường ô tô tránh CHỈ 3.25 Tỷ,6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
CC bán nhà 40m x 4 tầng vĩnh ninh ô tô đỗ cửa chỉ hơn 3 tỉ,6950.0,99.0,70.0,4.0,"Nhà ngõ, hẻm",Huyện Thanh Trì,68,10
"Bán nhà giá tốt,phố KHƯƠNG TRUNG,THANH XUÂN,40m,4 tầng,mặtĩ,3m,7,5 tỷ",6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
Bán nhà Hào Nam_Đống Đa -Diện tích 35m×5 tầng-Mặt tiền 3.5m-Giá 8.5 tỷ,6950.0,99.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"BÁN NHÀ NGÕ 178 CỔ NHUẾ - MỚI XÂY - GẦN PHỐ -THOÃNG ĐÃNG - CHỈ 6,35 TỶ",6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
PHÂN LÔ BA ĐÌNH - GARA Ô TÔ - THÔNG SỐ ĐẸP - MẶT TIỀN SIÊU RỘNG - NHÀ,6950.0,99.0,70.0,5.0,"Nhà ngõ, hẻm",Quận Ba Đình,68,16
"SIÊU PHẨM PHÚ LƯƠNG 40m, 5T , 4PN Lô góc - Ngõ Thông",6950.0,99.0,70.0,4.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
BÁN NHÀ 5T KHÂM THIÊN_ĐỐNG ĐA NHÀ ĐẸP THOÁNG full NỘI THẤT Ở NGAY,6950.0,99.0,70.0,3.0,"Nhà ngõ, hẻm",Quận Đống Đa,68,27
"Chính chủ bán nhà xây mới tại Ngọc Hoà, Chương Mỹ, Hà Nội sát QL 6",2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Huyện Chương Mỹ,68,1
Mỹ Đình - 3 bước ra Lê Đức Thọ - Oto vào nhà - Kinh Doanh - 12.7 tỷ,2270.0,83.0,27.0,3.0,"Nhà mặt phố, mặt tiền",Quận Nam Từ Liêm,67,24
"Nhà riêng Khương Trung ô tô đỗ cửa, 1 phút ra phố, 2 thoáng 45m2*4T",2270.0,83.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
BÁN NHÀ SIÊU ĐẸP CÓ THANG MÁY - Ô TÔ ĐỖ CỔNG - THANH XUÂN - 7.9 TỶ,2270.0,83.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"Định Công-Ô tô đỗ cửa , view hồ , 4 ngủ , nở hậu",2270.0,83.0,27.0,4.0,"Nhà mặt phố, mặt tiền",Quận Hoàng Mai,67,21
Hiếm Cầu Giấy - Mặt Phố - Vỉa Hè ÔTÔ- Thang Máy - Kinh Doanh - 20.4 tỷ,2270.0,83.0,27.0,4.0,"Nhà mặt phố, mặt tiền",Quận Cầu Giấy,67,18
"Eco Home Phúc Lợi 2 ngủ 45m ở luôn, sang tên luôn.",2270.0,83.0,27.0,2.0,Chung cư,Quận Long Biên,0,23
"Bán CC Mon City, 5,4 tỷ, 67m2, 2PN, 2WC tại Hàm Nghi, Mỹ Đình 2,",2270.0,83.0,27.0,2.0,Hướng Tây,Quận Nam Từ Liêm,5,24
"Bán nhà Ngọc Thụy - 33m x 5 tầng, Nhà đẹp - Ở sướng - Nhỉnh 5 tỷ",2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Siêu phẩm! Bán nhà Bồ Đề , 32m x 5 tầng. Gần Phố - Gần ô tô - Hơn 6 tỷ",2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"🏡 Bán Nhà Ngọc Thụy – 40m² x 5 Tầng, Đẹp Mới, Ô Tô Gần – Chỉ Hơn 5 Tỷ!",2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Bán Nhà Bồ Đề–33m² x5 Tầng– 6 Tỷ! 🌿 Tổ Ấm Hoàn Hảo,Tiện Ích Ngập Tràn!",2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Bán nhà Nguyễn Văn Cừ - Gara ô tô - Ngõ Thông - Gần cầu - Hơn 7 tỷ!,2270.0,83.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Cực Gấp! Bán nhà Ngọc Thụy - 44m x 5 tầng - Ô tô - Lô Góc - Hơn 6 tỷ,2270.0,83.0,27.0,4.0,"Nhà mặt phố, mặt tiền",Quận Long Biên,67,23
Bán nhà Ngọc Lâm - 39m x 5 tầng - Gần phố - Nhà mới ở luôn. Nhỉnh 6 tỷ,2270.0,83.0,27.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
Bán nhà Ngọc Thụy- Long Biên- Ô tô gần - 47m x 5 tầng - Nhà mới - 6 tỷ,2270.0,83.0,27.0,4.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
BÁN NHÀ PHÚ LƯƠNG HĐHN XÂY MỚI LÔ GÓC OTO VÀO NHÀ DT35M X GIÁ 5.35 TỶ,5350.0,153.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Bán nhà Phú Lãm Hà Đông HNxây mới kinh doanh oto dt35m x giá 5.35 tỷ,5350.0,153.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Bán nhà Phố Xốm phú lãm hà đông hn xây mới oto nhà dt35m x giá 5.4 tỷ,5350.0,153.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Cực hiếm. nhà xây mới 5 tầng đầy đủ nội thất. gần chợ,5350.0,153.0,35.0,5.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
"🔥 SỐC! ĐẤT + 2 NHÀ CHỈ 2,5 TỶ TẠI HÀ ĐÔNG – NGHE NHƯ ĐÙA MÀ LÀ THẬT! 🔥",5350.0,153.0,35.0,2.0,"Nhà ngõ, hẻm",Quận Hà Đông,68,22
Can ban can nha rieng,5350.0,153.0,35.0,3.0,Hướng Đông,Quận Hai Bà Trưng,8,19
"BÁN NHÀ HỒ TÙNG MẬU 52M x 7T, TM – GARA Ô TÔ – KD – FULL NT, GIÁ 15,9",5350.0,153.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"HƠN 3 TỶ! CĂN XUÂN MAI COMPLEX DƯƠNG NỘI, 2 NGỦ, 2 WC, FULL NỘI THẤT",5350.0,153.0,35.0,2.0,Chung cư,Quận Hà Đông,0,22
Bán nhà phố Vọng 36m 5 tầng hơn 8 tỷ thang máy đẹp ở ngay,5350.0,153.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Hai Bà Trưng,68,19
"3 TỶ HƠN! CĂN HỘ XUÂN MAI DƯƠNG NỘI, 2 NGỦ, 2 WC, FULL NỘI THẤT",5350.0,153.0,35.0,2.0,Chung cư,Quận Hà Đông,0,22
Bán nhà phố Lê Trọng Tấn 50m 5 tầng hơn 9 tỷ gần ô tô thoáng ở ngay,5350.0,153.0,35.0,5.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"NGUYỄN ĐẠO AN 30M2 NHÀ ĐẸP LÔ GÓC, NGÕ NÔNG RỘNG GẦN ÔTÔ, GẦN HỒ 6.5TỶ",5350.0,153.0,35.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
Bán Nhà 52 M Nguyễn Trãi - KINH DOANH - Ô TÔ - NGÕ THÔNG - 5.x tỷ,5350.0,153.0,35.0,5.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"Bán nhà đẹp 46m2, Lô Góc, Bùi Xương Trạch, Khương Đình, Thanh Xuân",5350.0,153.0,35.0,3.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"Nhà ngõ nông Thông Phong, Quận Đống Đa 2 Tầng Kép Kín",5350.0,153.0,35.0,2.0,Hướng Đông,Quận Đống Đa,8,27
Bán nhà Dương Văn Bé 30m2,5600.0,192.0,29.0,2.0,Hướng Tây,Quận Hai Bà Trưng,5,19
"NHÀ ĐẸP GẦN PHỐ, Hồ Tùng Mậu, Bắc Từ Liêm DT 45m², MT 6.8m.Giá 7.6 tỷ",5600.0,192.0,29.0,4.0,"Nhà ngõ, hẻm",Quận Bắc Từ Liêm,68,17
"Gấp, vương thừa vũ, lô góc, ô tô, KD, dân xây, 52m2, 5T, 12.9 tỷ",5600.0,192.0,29.0,5.0,"Nhà ngõ, hẻm",Quận Thanh Xuân,68,25
"nhà đẹp cạnh cầu vượt an khánh 42m2 4 tầng ô tô vào nhà giá 5,2x tỷ",5600.0,192.0,29.0,4.0,"Nhà ngõ, hẻm",Huyện Hoài Đức,68,3
"NHÀ PHỐ NGỌC LÂM, LONG BIÊN, 17M x 5 TẦNG, GIÁ CHỈ CÓ 3 TỶ",5600.0,192.0,29.0,3.0,"Nhà ngõ, hẻm",Quận Long Biên,68,23
"Bán nhà Định Công Hạ, Hoàng Mai 34m* 4tầng gần ô tô đỗ, gần phố",5600.0,192.0,29.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
"Hạ Giá - Bán Gấp căn hộ 82m2, 3PN Full NT chung cưLicogi13 Tower",5600.0,192.0,29.0,3.0,Chung cư,Quận Thanh Xuân,0,25
"HOÀNG MAI, 46m * 5 TẦNG MT QUYỀN LỰC, ÔTÔ - SỔ ĐỎ RIÊNG ĐẸP",5600.0,192.0,29.0,4.0,"Nhà ngõ, hẻm",Quận Hoàng Mai,68,21
